p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Naip2	0	5.15897430293922	0.288	0.01	0	Microglia	Naip2
Rcbtb2	0	3.26304428984218	0.393	0.116	0	Microglia	Rcbtb2
Rgs1	0	3.31983318399441	0.304	0.027	0	Microglia	Rgs1
Ppp1r10	0	3.18069255332315	0.623	0.347	0	Microglia	Ppp1r10
Tnfrsf11a	0	4.10655336851839	0.362	0.087	0	Microglia	Tnfrsf11a
Rpl9	0	2.07928543740247	0.511	0.236	0	Microglia	Rpl9
Ppp1r15a	0	3.52455144094574	0.406	0.131	0	Microglia	Ppp1r15a
Serpine2	0	1.96910677999688	0.574	0.299	0	Microglia	Serpine2
Slc7a7	0	5.87857258144093	0.285	0.01	0	Microglia	Slc7a7
Sgpl1	0	3.10082424133089	0.435	0.161	0	Microglia	Sgpl1
Suclg2	0	3.12530708541714	0.339	0.066	0	Microglia	Suclg2
Sipa1	0	3.62523094440707	0.334	0.061	0	Microglia	Sipa1
Adnp	0	2.78209904899823	0.337	0.066	0	Microglia	Adnp
Adam17	0	2.94602034646929	0.414	0.143	0	Microglia	Adam17
Sh3pxd2a	0	3.31206518297918	0.467	0.196	0	Microglia	Sh3pxd2a
Vav2	0	3.66273344509541	0.363	0.093	0	Microglia	Vav2
Rab3il1	0	4.83403815848279	0.292	0.022	0	Microglia	Rab3il1
Pnpla7	0	2.52993257961228	0.56	0.291	0	Microglia	Pnpla7
Mef2a	0	3.42028300924879	0.961	0.692	0	Microglia	Mef2a
Klhl6	0	3.54240717594495	0.289	0.021	0	Microglia	Klhl6
Epsti1	0	1.93280160100823	0.308	0.041	0	Microglia	Epsti1
Ets1	0	1.43368422045592	0.339	0.072	0	Microglia	Ets1
Ucp2	0	3.34369895695451	0.303	0.037	0	Microglia	Ucp2
Glul	0	1.215703211342	0.695	0.43	0	Microglia	Glul
Slc8a1	0	2.76824041707557	0.949	0.685	0	Microglia	Slc8a1
Arhgef6	0	2.79716390448618	0.364	0.102	0	Microglia	Arhgef6
Sowahc	0	3.84730353854295	0.325	0.063	0	Microglia	Sowahc
Plekho2	0	3.6768977342658	0.299	0.038	0	Microglia	Plekho2
Fcgr2b	0	4.8590056516329	0.27	0.01	0	Microglia	Fcgr2b
Abcc3	0	6.41151462569148	0.269	0.009	0	Microglia	Abcc3
Dock4	0	2.7412930572002	0.96	0.7	0	Microglia	Dock4
Rps21	0	2.17500304989183	0.589	0.329	0	Microglia	Rps21
Creg1	0	3.3660875302641	0.397	0.138	0	Microglia	Creg1
Cux1	0	2.21550847545924	0.676	0.42	0	Microglia	Cux1
Ski	0	2.74491694664991	0.774	0.518	0	Microglia	Ski
P2rx7	0	2.69415063891961	0.339	0.084	0	Microglia	P2rx7
Rpl27	0	2.30000184672801	0.358	0.103	0	Microglia	Rpl27
Slc11a1	0	5.18764868349787	0.264	0.011	0	Microglia	Slc11a1
Gusb	0	3.33220567828733	0.38	0.127	0	Microglia	Gusb
Irf1	0	3.90079384398355	0.288	0.035	0	Microglia	Irf1
Atp8a2	0	2.85139314596776	0.753	0.501	0	Microglia	Atp8a2
Tlr2	0	5.38489327069583	0.258	0.007	0	Microglia	Tlr2
Nfia	0	1.28776170005157	0.799	0.548	0	Microglia	Nfia
Znrf2	0	2.70756258355495	0.445	0.194	0	Microglia	Znrf2
Numb	0	2.84154248057966	0.852	0.601	0	Microglia	Numb
Atf7	0	2.10379439132482	0.34	0.089	0	Microglia	Atf7
Cd63	0	2.83390840586281	0.36	0.11	0	Microglia	Cd63
Spata13	0	2.73100059882058	0.324	0.074	0	Microglia	Spata13
Git2	0	2.50393159858525	0.596	0.348	0	Microglia	Git2
Parp8	0	2.29568395258225	0.565	0.317	0	Microglia	Parp8
Wnk1	0	2.41397661941265	0.904	0.657	0	Microglia	Wnk1
Rhob	0	2.66841990253397	0.844	0.597	0	Microglia	Rhob
Osbpl11	0	2.90425273979929	0.482	0.235	0	Microglia	Osbpl11
Prex1	0	1.94268987719465	0.573	0.326	0	Microglia	Prex1
Plcl2	0	2.62515653889606	0.799	0.554	0	Microglia	Plcl2
Orai1	0	3.207302462333	0.301	0.057	0	Microglia	Orai1
Dusp16	0	2.50850258944946	0.363	0.119	0	Microglia	Dusp16
Ptpro	0	2.71644504388741	0.497	0.253	0	Microglia	Ptpro
Snx24	0	2.8554125718233	0.582	0.338	0	Microglia	Snx24
Tsc22d2	0	2.92168712072025	0.652	0.409	0	Microglia	Tsc22d2
Kcnk6	0	5.85453680567601	0.251	0.009	0	Microglia	Kcnk6
Hcls1	0	4.16437707962628	0.257	0.016	0	Microglia	Hcls1
Ptpn6	0	4.2683876933928	0.257	0.017	0	Microglia	Ptpn6
Cradd	0	3.04135407396057	0.363	0.123	0	Microglia	Cradd
Susd3	0	5.14200701917774	0.25	0.01	0	Microglia	Susd3
Gm12185	0	3.95883604951839	0.261	0.022	0	Microglia	Gm12185
Evi2a	0	3.42352774191339	0.266	0.028	0	Microglia	Evi2a
Bcl2l11	0	3.2860527559369	0.301	0.063	0	Microglia	Bcl2l11
Mknk1	0	3.17460042852836	0.37	0.133	0	Microglia	Mknk1
Elf4	0	3.06375494125317	0.267	0.031	0	Microglia	Elf4
Gcnt1	0	4.95060743487111	0.249	0.013	0	Microglia	Gcnt1
Ebf3	0	7.30650488815431	0.238	0.003	0	Microglia	Ebf3
Lpxn	0	3.19792781401841	0.265	0.031	0	Microglia	Lpxn
P2ry6	0	5.1985996353905	0.247	0.014	0	Microglia	P2ry6
Tmem173	0	5.48162803080736	0.239	0.007	0	Microglia	Tmem173
Gapdh	0	2.21541674729464	0.312	0.081	0	Microglia	Gapdh
Naip5	0	5.00562116548756	0.24	0.009	0	Microglia	Naip5
Apobec1	0	3.69802416822193	0.252	0.022	0	Microglia	Apobec1
Cebpa	0	5.01547554622398	0.251	0.021	0	Microglia	Cebpa
Lpar6	0	3.78085885421805	0.255	0.025	0	Microglia	Lpar6
Btk	0	3.13975791251353	0.284	0.054	0	Microglia	Btk
Gal3st4	0	5.5215769120057	0.238	0.008	0	Microglia	Gal3st4
Il15	0	3.9810679620452	0.25	0.022	0	Microglia	Il15
Nckap5l	0	3.89771689985735	0.323	0.096	0	Microglia	Nckap5l
Adrb2	0	5.37707925865381	0.236	0.009	0	Microglia	Adrb2
Tnfrsf1b	0	3.30174075967698	0.251	0.025	0	Microglia	Tnfrsf1b
A830008E24Rik	0	5.50060853577576	0.24	0.014	0	Microglia	A830008E24Rik
Slc37a2	0	5.3673785464411	0.238	0.012	0	Microglia	Slc37a2
1700017B05Rik	0	4.00854091227947	0.266	0.042	0	Microglia	1700017B05Rik
Tbc1d5	0	2.23246772910596	0.869	0.645	0	Microglia	Tbc1d5
Lrp5	0	3.71534994914512	0.283	0.059	0	Microglia	Lrp5
C5ar1	0	5.5292767734703	0.231	0.008	0	Microglia	C5ar1
Filip1l	0	2.92720501993216	0.291	0.068	0	Microglia	Filip1l
Tnf	0	5.62979941597126	0.228	0.006	0	Microglia	Tnf
Apobec3	0	2.46664131319562	0.264	0.043	0	Microglia	Apobec3
Bach1	0	3.19930781688016	0.311	0.09	0	Microglia	Bach1
Gem	0	4.77749080415139	0.238	0.017	0	Microglia	Gem
Sh2b2	0	4.38454421260233	0.261	0.043	0	Microglia	Sh2b2
Il13ra1	0	4.82227745815867	0.237	0.019	0	Microglia	Il13ra1
Lrmp	0	3.26590380551241	0.238	0.021	0	Microglia	Lrmp
Agps	0	2.48494739672724	0.559	0.343	0	Microglia	Agps
Adamts1	0	5.44147111517168	0.26	0.044	0	Microglia	Adamts1
Dnase2a	0	4.31015191649538	0.237	0.021	0	Microglia	Dnase2a
Il21r	0	3.40702922852148	0.232	0.018	0	Microglia	Il21r
Syngr2	0	4.22316101648728	0.23	0.016	0	Microglia	Syngr2
Gm35154	0	5.37917699568666	0.225	0.011	0	Microglia	Gm35154
Mlph	0	6.60045110443941	0.217	0.004	0	Microglia	Mlph
Sh3kbp1	0	2.05948438957199	0.689	0.477	0	Microglia	Sh3kbp1
Slc40a1	0	4.45348721856611	0.233	0.022	0	Microglia	Slc40a1
Rassf4	0	4.03980447709866	0.231	0.02	0	Microglia	Rassf4
Gns	0	2.55835283911742	0.635	0.424	0	Microglia	Gns
Bbs9	0	2.46364637442452	0.579	0.368	0	Microglia	Bbs9
Socs3	0	5.07093168951065	0.23	0.02	0	Microglia	Socs3
Banp	0	3.14002580388316	0.246	0.037	0	Microglia	Banp
Tmem135	0	2.49059783185742	0.698	0.489	0	Microglia	Tmem135
Bin1	0	2.11302764137752	0.763	0.554	0	Microglia	Bin1
Vasp	0	3.33412919565127	0.258	0.05	0	Microglia	Vasp
Crybb1	0	5.81877778635181	0.214	0.006	0	Microglia	Crybb1
Ubc	0	2.60632247245821	0.818	0.61	0	Microglia	Ubc
Lims1	0	2.34998906103402	0.618	0.411	0	Microglia	Lims1
Map3k3	0	2.48047566133582	0.587	0.38	0	Microglia	Map3k3
Dhrs3	0	3.01512233023855	0.267	0.061	0	Microglia	Dhrs3
Rubcnl	0	4.54945318144754	0.229	0.023	0	Microglia	Rubcnl
Cd74	0	1.22342368588962	0.234	0.028	0	Microglia	Cd74
Rbpms	0	3.73411139095325	0.22	0.017	0	Microglia	Rbpms
Piezo1	0	3.59906135129444	0.237	0.034	0	Microglia	Piezo1
Nuak2	0	5.1583993176925	0.212	0.01	0	Microglia	Nuak2
Cst7	0	5.0522257953264	0.215	0.014	0	Microglia	Cst7
Map4k4	0	1.9127842170452	0.693	0.492	0	Microglia	Map4k4
Gm26740	0	1.69953854495708	0.245	0.045	0	Microglia	Gm26740
Rasal3	0	3.45767804096382	0.218	0.018	0	Microglia	Rasal3
Ggta1	0	3.83319988119859	0.218	0.019	0	Microglia	Ggta1
Lgals9	0	3.6374707205836	0.223	0.024	0	Microglia	Lgals9
Gnb2	0	3.06739400080907	0.238	0.039	0	Microglia	Gnb2
Clk1	0	2.20829386849067	0.717	0.518	0	Microglia	Clk1
Nfkbid	0	3.40747869144493	0.249	0.051	0	Microglia	Nfkbid
Pon3	0	5.03553097697798	0.21	0.012	0	Microglia	Pon3
BC035044	0	4.44945804965465	0.207	0.01	0	Microglia	BC035044
Marcks	0	1.94475767763985	0.913	0.718	0	Microglia	Marcks
Jmjd1c	0	2.74033954637523	0.909	0.714	0	Microglia	Jmjd1c
Hmgb2	0	2.64787024048981	0.237	0.043	0	Microglia	Hmgb2
Akna	0	3.02947518646225	0.219	0.026	0	Microglia	Akna
Pnp	0	3.48105410678084	0.226	0.033	0	Microglia	Pnp
Cmklr1	0	5.96836835372337	0.198	0.006	0	Microglia	Cmklr1
Tagap	0	4.781627355122	0.201	0.009	0	Microglia	Tagap
Parp14	0	2.98497039337482	0.215	0.024	0	Microglia	Parp14
Hvcn1	0	4.05439543894804	0.218	0.028	0	Microglia	Hvcn1
Zc3h12a	0	4.16269329776809	0.203	0.014	0	Microglia	Zc3h12a
Tlr4	0	4.75613284424148	0.201	0.014	0	Microglia	Tlr4
Dennd1c	0	3.43412271692769	0.206	0.019	0	Microglia	Dennd1c
Cd81	0	1.92469159356974	0.779	0.594	0	Microglia	Cd81
Dgkd	0	2.39481000737709	0.611	0.426	0	Microglia	Dgkd
Nfkb2	0	4.29792230549872	0.197	0.012	0	Microglia	Nfkb2
Fam49b	0	2.42159768502265	0.875	0.691	0	Microglia	Fam49b
Trim30d	0	3.56602248387683	0.207	0.023	0	Microglia	Trim30d
Retreg1	0	2.1654716876328	0.626	0.442	0	Microglia	Retreg1
Adap2os	0	5.97439829414634	0.189	0.006	0	Microglia	Adap2os
Rasa4	0	4.31241328538908	0.208	0.027	0	Microglia	Rasa4
Snx5	0	2.39987319823381	0.584	0.403	0	Microglia	Snx5
Map3k8	0	4.04057799018551	0.197	0.018	0	Microglia	Map3k8
Alox5ap	0	4.26347171349246	0.203	0.025	0	Microglia	Alox5ap
Gm40645	0	6.45917016503831	0.18	0.003	0	Microglia	Gm40645
Ecscr	0	6.22405237255189	0.18	0.003	0	Microglia	Ecscr
Foxn3	0	2.09759414861559	0.907	0.731	0	Microglia	Foxn3
Tlr13	0	5.83322947695963	0.18	0.004	0	Microglia	Tlr13
Pabpc1	0	2.11445405450692	0.706	0.53	0	Microglia	Pabpc1
Gm15726	0	5.27931878455002	0.194	0.019	0	Microglia	Gm15726
Cd300a	0	5.65406547083474	0.18	0.005	0	Microglia	Cd300a
Sfpq	0	2.16010759956754	0.768	0.595	0	Microglia	Sfpq
Epha2	0	7.3090997515156	0.175	0.002	0	Microglia	Epha2
Fes	0	5.07405542225632	0.181	0.008	0	Microglia	Fes
Tal1	0	5.46821704143872	0.177	0.005	0	Microglia	Tal1
Ptpn18	0	2.87625576894275	0.2	0.03	0	Microglia	Ptpn18
Smap2	0	2.46975712683747	0.709	0.539	0	Microglia	Smap2
Gng10	0	4.01405637865908	0.192	0.024	0	Microglia	Gng10
Sh3bp2	0	3.80854150504548	0.191	0.023	0	Microglia	Sh3bp2
Lat2	0	4.35441804675098	0.188	0.02	0	Microglia	Lat2
H2-Q4	0	2.79669618918886	0.19	0.022	0	Microglia	H2-Q4
Ccrl2	0	5.31204402116606	0.173	0.005	0	Microglia	Ccrl2
Ccl12	0	5.55467622574998	0.171	0.004	0	Microglia	Ccl12
Ptafr	0	5.44153128651212	0.173	0.006	0	Microglia	Ptafr
Kpna4	0	2.20154316965839	0.661	0.495	0	Microglia	Kpna4
Lgals3bp	0	3.86821123438532	0.192	0.026	0	Microglia	Lgals3bp
Camk2d	0	1.55332481962733	0.703	0.537	0	Microglia	Camk2d
Chd4	0	2.72998737412099	0.701	0.539	0	Microglia	Chd4
Il1rl2	0	5.54918874208482	0.168	0.007	0	Microglia	Il1rl2
Zfp217	0	3.62688926036239	0.181	0.021	0	Microglia	Zfp217
Myo18b	0	5.61825824673496	0.171	0.012	0	Microglia	Myo18b
Slfn8	0	2.98812852930147	0.177	0.018	0	Microglia	Slfn8
Tanc2	0	3.10620350131878	0.99	0.832	0	Microglia	Tanc2
Ptprj	0	2.1443074834675	0.85	0.693	0	Microglia	Ptprj
Renbp	0	4.49164861812106	0.169	0.012	0	Microglia	Renbp
Cd48	0	2.99804297500739	0.175	0.019	0	Microglia	Cd48
Ang	0	5.36543539246924	0.16	0.004	0	Microglia	Ang
Nav2	0	2.93426388373081	0.957	0.801	0	Microglia	Nav2
Csf2rb	0	4.77942180259699	0.159	0.005	0	Microglia	Csf2rb
Upk1b	0	6.73678817444505	0.157	0.004	0	Microglia	Upk1b
Hhex	0	4.77546594429169	0.159	0.006	0	Microglia	Hhex
Csmd3	0	2.73600555316213	0.959	0.806	0	Microglia	Csmd3
Ccl6	0	5.01236616083891	0.158	0.007	0	Microglia	Ccl6
Trim47	0	4.35340197432103	0.169	0.019	0	Microglia	Trim47
Cysltr1	0	4.65027742189688	0.158	0.008	0	Microglia	Cysltr1
Gpr84	0	6.01339293774968	0.154	0.004	0	Microglia	Gpr84
Liph	0	6.30059481913104	0.153	0.006	0	Microglia	Liph
Plcb2	0	4.02915760950098	0.164	0.018	0	Microglia	Plcb2
Rnaset2a	0	4.03445638842453	0.159	0.014	0	Microglia	Rnaset2a
Olfr111	0	5.2181393766777	0.154	0.01	0	Microglia	Olfr111
Snx20	0	3.97764076143823	0.155	0.013	0	Microglia	Snx20
Itpripl2	0	3.94247746249962	0.153	0.012	0	Microglia	Itpripl2
Naip6	0	4.97147045693895	0.146	0.005	0	Microglia	Naip6
Zfp69	0	5.18597043692751	0.151	0.012	0	Microglia	Zfp69
Fhod1	0	4.58925346953675	0.15	0.012	0	Microglia	Fhod1
Cyb561a3	0	4.42193829991174	0.15	0.012	0	Microglia	Cyb561a3
Tnfaip8l2	0	4.62557488887368	0.141	0.006	0	Microglia	Tnfaip8l2
Rab20	0	4.92223098649681	0.14	0.006	0	Microglia	Rab20
Dennd2c	0	5.55939813644885	0.138	0.005	0	Microglia	Dennd2c
Rptor	0	2.15904242202933	0.676	0.543	0	Microglia	Rptor
Rnaset2b	0	4.10675215104282	0.144	0.011	0	Microglia	Rnaset2b
Sh3bp1	0	3.95392226173053	0.141	0.01	0	Microglia	Sh3bp1
Cxcl16	0	4.93603880136739	0.135	0.005	0	Microglia	Cxcl16
Gngt2	0	4.42198892574624	0.134	0.007	0	Microglia	Gngt2
Ctsb	0	2.7322853793399	0.846	0.72	0	Microglia	Ctsb
C5ar2	0	5.80105167710003	0.128	0.003	0	Microglia	C5ar2
Maff	0	4.48361758721173	0.134	0.009	0	Microglia	Maff
Zeb2	0	1.61466088272066	0.941	0.817	0	Microglia	Zeb2
5430427O19Rik	0	4.5684902577089	0.13	0.006	0	Microglia	5430427O19Rik
Nipbl	0	1.79029933311894	0.812	0.689	0	Microglia	Nipbl
Nav3	0	1.4018246849804	0.938	0.815	0	Microglia	Nav3
I830077J02Rik	0	5.28378571542097	0.13	0.008	0	Microglia	I830077J02Rik
Sh3glb1	0	2.04220189257549	0.653	0.532	0	Microglia	Sh3glb1
Jund	0	2.00282539578492	0.761	0.64	0	Microglia	Jund
Hnrnph1	0	2.1103203169447	0.76	0.64	0	Microglia	Hnrnph1
Bco2	0	4.91286552899193	0.124	0.006	0	Microglia	Bco2
Tpm3	0	2.13826293160398	0.712	0.595	0	Microglia	Tpm3
Hk3	0	5.12131045885565	0.123	0.006	0	Microglia	Hk3
Spint1	0	6.26660398642308	0.116	0.003	0	Microglia	Spint1
Dip2b	0	1.97619288953072	0.812	0.7	0	Microglia	Dip2b
Sh3tc1	0	5.39132050839082	0.116	0.004	0	Microglia	Sh3tc1
Arf4	0	2.52940275102165	0.652	0.54	0	Microglia	Arf4
Tifab	0	5.33101982976829	0.114	0.003	0	Microglia	Tifab
Clec5a	0	5.94791790917347	0.112	0.002	0	Microglia	Clec5a
Ppm1h	0	1.71153394872918	0.749	0.639	0	Microglia	Ppm1h
Specc1	0	1.91704022278888	0.664	0.557	0	Microglia	Specc1
Ssh2	0	2.1752537138266	0.909	0.802	0	Microglia	Ssh2
Adora3	0	6.45512543278802	0.107	0.002	0	Microglia	Adora3
Gm46224	0	5.78217231679192	0.106	0.002	0	Microglia	Gm46224
Gm32849	0	7.17303315994741	0.102	0.001	0	Microglia	Gm32849
Abhd12	0	2.1191912375012	0.774	0.674	0	Microglia	Abhd12
Arhgap5	0	1.75711060753107	0.816	0.718	0	Microglia	Arhgap5
Lrp1	0	1.79503169002403	0.7	0.607	0	Microglia	Lrp1
Tra2b	0	2.00752787659597	0.705	0.614	0	Microglia	Tra2b
Pan3	0	1.86267208206878	0.738	0.65	0	Microglia	Pan3
Sf3b1	0	1.82092666615215	0.701	0.614	0	Microglia	Sf3b1
Hsp90b1	0	1.91484232865567	0.722	0.638	0	Microglia	Hsp90b1
Pik3r1	0	1.8747515639882	0.726	0.647	0	Microglia	Pik3r1
Dst	0	1.82997180825359	0.911	0.836	0	Microglia	Dst
Rap1gds1	0	1.62468698051417	0.819	0.744	0	Microglia	Rap1gds1
Itm2b	0	2.05190173345872	0.873	0.806	0	Microglia	Itm2b
Camk1d	0	1.52863238357083	0.77	0.704	0	Microglia	Camk1d
Asap1	0	1.31888574078008	0.816	0.755	0	Microglia	Asap1
Rbm39	0	1.00605140289542	0.886	0.943	0	Microglia	Rbm39
Ddx5	0	2.03310764150377	0.947	0.89	0	Microglia	Ddx5
Herc2	0	1.81862635871593	0.71	0.655	0	Microglia	Herc2
Frmd4a	0	0.725793635530873	0.895	0.841	0	Microglia	Frmd4a
Zfand5	0	2.14272551977766	0.677	0.629	0	Microglia	Zfand5
Macf1	0	1.34495781948747	0.949	0.906	0	Microglia	Macf1
Fus	0	1.76279657392864	0.764	0.726	0	Microglia	Fus
Srsf5	0	1.63774223701089	0.751	0.719	0	Microglia	Srsf5
Gnaq	0	1.14759200590408	0.822	0.852	0	Microglia	Gnaq
H3f3b	0	1.69286205167225	0.815	0.837	0	Microglia	H3f3b
Ddx3x	0	1.9412008263775	0.719	0.699	0	Microglia	Ddx3x
mt-Nd3	0	1.67523513532122	0.822	0.842	0	Microglia	mt-Nd3
Hnrnpa2b1	0	1.47988714804417	0.803	0.821	0	Microglia	Hnrnpa2b1
Mycbp2	0	1.0980726018815	0.873	0.88	0	Microglia	Mycbp2
Kansl1	0	1.3596546405693	0.833	0.839	0	Microglia	Kansl1
Nr6a1os	4.94065645841247e-323	4.12241918261268	0.219	0.041	1.21683427914241e-318	Microglia	Nr6a1os
Aff1	1.40314643418914e-321	1.97110726863023	0.387	0.134	3.45580935276443e-317	Microglia	Aff1
Gsdmd	1.49207825044056e-321	4.01005117696691	0.123	0.007	3.67483952301007e-317	Microglia	Gsdmd
Trim14	6.27463370218383e-321	2.82350535593625	0.193	0.028	1.54537953451086e-316	Microglia	Trim14
Rassf2	1.31223835535435e-320	2.34342359059589	0.409	0.155	3.23191184540223e-316	Microglia	Rassf2
Pdlim5	2.19397685916949e-316	1.95171890811411	0.39	0.13	5.40354560644853e-312	Microglia	Pdlim5
Xlr	5.52945036783134e-315	5.22810239439295	0.103	0.003	1.36184833109318e-310	Microglia	Xlr
Gse1	3.35631007115603e-314	2.47134462632189	0.264	0.06	8.26625607425018e-310	Microglia	Gse1
Gls	1.83666908063307e-313	1.77329920327327	0.739	0.736	4.52353227869119e-309	Microglia	Gls
Fgd3	1.95546611133358e-313	2.94843805862989	0.257	0.059	4.81611748560346e-309	Microglia	Fgd3
Zfp652	2.22675061277947e-313	2.30987035982168	0.581	0.409	5.48426408421456e-309	Microglia	Zfp652
Fam129a	2.22764214919792e-313	2.29124631908725	0.22	0.039	5.48645984925957e-309	Microglia	Fam129a
Il10rb	3.39036195137663e-312	2.99515391813962	0.216	0.039	8.35012245004549e-308	Microglia	Il10rb
Mef2c	2.15121497501764e-311	0.864795672610283	0.938	0.73	5.29822736197094e-307	Microglia	Mef2c
Adcy7	2.73609445792794e-310	2.76726277944214	0.253	0.057	6.73872704043073e-306	Microglia	Adcy7
Fhit	9.69740210118119e-308	2.49955552863116	0.616	0.488	2.38837316349992e-303	Microglia	Fhit
Zfand3	3.9413849077754e-307	1.78848986242516	0.671	0.609	9.70723688936002e-303	Microglia	Zfand3
Ptprm	4.35211640501591e-306	1.36479662401217	0.666	0.401	1.07188274939137e-301	Microglia	Ptprm
Bst2	7.8608506286157e-304	3.29875264588949	0.156	0.018	1.93604890132176e-299	Microglia	Bst2
Mtdh	2.10208158996526e-303	1.66747958115034	0.694	0.667	5.17721674792544e-299	Microglia	Mtdh
Acox3	1.25981393262642e-302	3.36366340374699	0.343	0.122	3.10279573466562e-298	Microglia	Acox3
Dglucy	1.50852299389757e-302	3.71388474008172	0.228	0.048	3.71534128167031e-298	Microglia	Dglucy
Lonrf3	3.95193886943098e-302	3.44359659507715	0.226	0.046	9.73323024152156e-298	Microglia	Lonrf3
Ccr6	3.77982334803195e-300	5.69917933634389	0.091	0.002	9.3093269238679e-296	Microglia	Ccr6
Mgat5	1.53820203542399e-299	1.77634715643777	0.648	0.521	3.78843779304573e-295	Microglia	Mgat5
Rab8b	2.58477800053867e-299	2.10969008306037	0.555	0.356	6.36604973752669e-295	Microglia	Rab8b
Zfp992	6.83638284093434e-299	4.16874241618742	0.137	0.012	1.68373272989372e-294	Microglia	Zfp992
Pla2g15	1.15192995468381e-298	3.4808733922278	0.331	0.115	2.83708828539076e-294	Microglia	Pla2g15
Ulk2	5.9387013340296e-298	1.81819732926437	0.679	0.645	1.46264275155815e-293	Microglia	Ulk2
Sla	7.92284193698018e-298	2.80582035785058	0.272	0.071	1.95131674065885e-293	Microglia	Sla
Peli1	1.65970138716977e-297	1.76233428239777	0.647	0.524	4.08767854646043e-293	Microglia	Peli1
Sncaip	1.40997865664387e-295	3.14003739615002	0.289	0.084	3.47263643344819e-291	Microglia	Sncaip
Stat6	1.82974634446418e-295	3.5733899030408	0.209	0.04	4.50648227178084e-291	Microglia	Stat6
Tspan14	1.61841010397027e-294	2.52632329494272	0.462	0.235	3.98598224506837e-290	Microglia	Tspan14
Fcho2	3.50222398027056e-294	1.88430589103276	0.63	0.505	8.62562744100837e-290	Microglia	Fcho2
Fbxl17	1.15813952837696e-293	1.43720341247527	0.728	0.742	2.85238184443961e-289	Microglia	Fbxl17
Cass4	1.24488047564091e-293	4.80459679421439	0.142	0.015	3.066016123456e-289	Microglia	Cass4
Wdr44	5.38353225009317e-293	2.82870286655207	0.446	0.223	1.32591015787545e-288	Microglia	Wdr44
Nfya	8.50120475335242e-292	3.41677493256664	0.307	0.099	2.09376171870317e-287	Microglia	Nfya
Glrp1	1.8893085133665e-289	6.63568047937164	0.09	0.002	4.65317793757034e-285	Microglia	Glrp1
Gm26917	2.78845493639161e-289	1.33264127668984	0.737	0.693	6.86768566283889e-285	Microglia	Gm26917
Slmap	1.84551184864937e-288	2.1234832116523	0.623	0.52	4.54531113203854e-284	Microglia	Slmap
Rplp2	2.09890246048092e-288	1.96125979587322	0.558	0.358	5.16938686991845e-284	Microglia	Rplp2
Daglb	7.44110938820162e-287	2.85423003228641	0.448	0.234	1.83267083122018e-282	Microglia	Daglb
Nfatc2	8.39801002231486e-287	2.87853846078703	0.272	0.074	2.06834588839593e-282	Microglia	Nfatc2
Klf6	1.22323312060209e-284	2.4805299236066	0.564	0.4	3.01270085273088e-280	Microglia	Klf6
Atp7a	1.27421471604728e-283	2.84598593675404	0.371	0.149	3.13826342415285e-279	Microglia	Atp7a
Ankrd11	2.4055577076078e-282	1.23932272688266	0.73	0.726	5.92464807806725e-278	Microglia	Ankrd11
Gmfg	2.28629623631302e-280	3.06088986902253	0.14	0.015	5.63091900041534e-276	Microglia	Gmfg
mt-Nd5	1.59021515114053e-279	1.34862584910353	0.77	0.839	3.91654089574402e-275	Microglia	mt-Nd5
Eml4	2.17533966844407e-279	1.98601867598097	0.61	0.497	5.3576440694109e-275	Microglia	Eml4
Plekhg2	4.02586481234842e-279	4.30997464483673	0.126	0.011	9.91530244633292e-275	Microglia	Plekhg2
Chchd2	5.52969108496755e-279	1.99240742285332	0.279	0.073	1.36190761731666e-274	Microglia	Chchd2
Map3k1	2.88336386457976e-278	2.16887441138858	0.314	0.098	7.1014368620735e-274	Microglia	Map3k1
Ggt5	3.20223203749328e-278	4.93653022546933	0.101	0.005	7.8867772851422e-274	Microglia	Ggt5
Cltc	3.38667889340026e-278	1.18858218220254	0.764	0.778	8.3410514465555e-274	Microglia	Cltc
Rnf135	1.80521438932467e-277	4.0017869729999	0.153	0.02	4.44606251946772e-273	Microglia	Rnf135
Hps3	2.66905258358341e-277	2.99590943589959	0.342	0.127	6.57360960810757e-273	Microglia	Hps3
Abcb1b	1.05752597267191e-276	3.03491458703537	0.307	0.101	2.60458071809366e-272	Microglia	Abcb1b
Disc1	1.37999954062762e-276	3.05899161923487	0.331	0.12	3.39880086861176e-272	Microglia	Disc1
Ppp1r18	1.33682462595824e-274	3.20466246584023	0.186	0.032	3.29246537127255e-270	Microglia	Ppp1r18
Ccdc88b	1.90023476108896e-274	3.63969200353276	0.153	0.02	4.680088193086e-270	Microglia	Ccdc88b
Asph	4.33521175715301e-274	1.93756692073399	0.621	0.537	1.06771930366922e-269	Microglia	Asph
Arhgdib	7.61905103280222e-274	2.21907778208229	0.216	0.044	1.87649607886886e-269	Microglia	Arhgdib
Stag1	8.47026221162456e-274	1.32162933544804	0.729	0.746	2.08614088010101e-269	Microglia	Stag1
Gm16337	1.12906005998781e-273	4.60017096884978	0.117	0.009	2.78076202174397e-269	Microglia	Gm16337
Uvrag	6.6135172788716e-273	1.9560729753834	0.605	0.487	1.62884317061329e-268	Microglia	Uvrag
Phf14	7.32422004682576e-273	1.71181958058419	0.675	0.658	1.80388215533272e-268	Microglia	Phf14
