p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Rnf2088	2.49428350383461e-12	0.224200423118578	0.615	0.415	6.14317084159425e-08	Sncg	Rnf208
Gpat47	2.57337552620415e-12	0.180568335830864	0.485	0.322	6.33796658348821e-08	Sncg	Gpat4
Mastl3	2.59776525846356e-12	0.628960976392075	0.086	0.033	6.3980360550699e-08	Sncg	Mastl
Hspbp17	2.61130178755336e-12	0.400211849884338	0.341	0.217	6.43137517256517e-08	Sncg	Hspbp1
Slc35b46	2.61232944611883e-12	0.320353743793205	0.323	0.199	6.43390619284606e-08	Sncg	Slc35b4
Mpi4	2.68651144777331e-12	0.396766759125586	0.208	0.114	6.61660904472088e-08	Sncg	Mpi
Stx37	2.83405013321666e-12	0.355342263480691	0.309	0.188	6.9799820730993e-08	Sncg	Stx3
Zscan214	2.86966709568715e-12	0.310761585548873	0.217	0.12	7.06770308996787e-08	Sncg	Zscan21
Polr2j9	2.90376450270483e-12	0.175917398301797	0.56	0.374	7.15168159371173e-08	Sncg	Polr2j
Apoo5	2.94821813501634e-12	0.351192433868037	0.307	0.188	7.26116644473175e-08	Sncg	Apoo
Socs77	3.04728934000772e-12	0.172616538461109	0.67	0.453	7.50516891550501e-08	Sncg	Socs7
Stk402	3.19185028693199e-12	0.129410870642133	0.365	0.233	7.8612080716848e-08	Sncg	Stk40
Ndufaf75	3.21230612819781e-12	0.212704498863679	0.427	0.28	7.91158876313838e-08	Sncg	Ndufaf7
Gm343048	3.27101963342637e-12	1.12409287270633	0.11	0.049	8.0561942551658e-08	Sncg	Gm34304
Mycbpap3	3.28314142191571e-12	1.14478634608318	0.07	0.025	8.0860490080362e-08	Sncg	Mycbpap
Itih52	3.41751305451285e-12	0.287030441591589	0.081	0.031	8.41699290195969e-08	Sncg	Itih5
Amer35	3.42608387165175e-12	0.832406516516003	0.157	0.08	8.4381019674911e-08	Sncg	Amer3
Cyp19a1	3.49655292081668e-12	3.04077424716169	0.014	0.002	8.6116601886794e-08	Sncg	Cyp19a1
Sephs13	3.50885980259701e-12	0.201835345970218	0.22	0.122	8.64197080781618e-08	Sncg	Sephs1
Gm470951	3.54227154838975e-12	2.01896046462989	0.046	0.013	8.72426059652911e-08	Sncg	Gm47095
Kxd13	3.55240311760759e-12	0.115494660211593	0.424	0.277	8.74921363835572e-08	Sncg	Kxd1
Tmem86	3.56994797234723e-12	0.582377803516445	0.116	0.052	8.79242486109399e-08	Sncg	Tmem8
Zdhhc219	3.60790735084664e-12	0.189280462698289	0.659	0.464	8.88591501440019e-08	Sncg	Zdhhc21
Gga12	3.62315426196998e-12	0.173092148326529	0.309	0.187	8.92346663180585e-08	Sncg	Gga1
Myh107	3.70847614180803e-12	0.22269114144568	0.65	0.437	9.13360588965899e-08	Sncg	Myh10
Tmem1774	3.74514407786529e-12	0.98439487677185	0.104	0.045	9.22391534937441e-08	Sncg	Tmem177
Cgn4	3.79625687644125e-12	0.94451351473557	0.102	0.044	9.34980106098716e-08	Sncg	Cgn
Clpb3	3.853723088651e-12	0.107757415253834	0.459	0.302	9.49133459503855e-08	Sncg	Clpb
Slc35a46	3.86036190524463e-12	0.220807614852336	0.298	0.18	9.50768533642701e-08	Sncg	Slc35a4
Slc39a73	3.87744594518145e-12	0.102665562390425	0.37	0.234	9.5497616183874e-08	Sncg	Slc39a7
Hid17	3.9377178050578e-12	0.267508602507133	0.388	0.253	9.69820518207684e-08	Sncg	Hid1
1700120G11Rik1	3.98465682150551e-12	1.78153938132955	0.029	0.006	9.81381128568593e-08	Sncg	1700120G11Rik
Rab373	4.05556533641834e-12	0.344476465424618	0.049	0.014	9.98845186706473e-08	Sncg	Rab37
Chchd76	4.15785335568226e-12	0.258946196103375	0.356	0.224	1.02403770297098e-07	Sncg	Chchd7
Tm2d35	4.2055032157146e-12	0.249373847114829	0.301	0.183	1.03577338699835e-07	Sncg	Tm2d3
Cdk2ap27	4.21825804616858e-12	0.144693874553811	0.372	0.236	1.03891477419086e-07	Sncg	Cdk2ap2
Zfp354c7	4.28753629877997e-12	0.311036277907478	0.343	0.216	1.05597731502652e-07	Sncg	Zfp354c
Srp54a4	4.3333965457359e-12	0.226499028697047	0.297	0.179	1.0672722352493e-07	Sncg	Srp54a
C130080G10Rik2	4.39175498193112e-12	2.34626631307506	0.028	0.006	1.08164533449982e-07	Sncg	C130080G10Rik
Gstm61	4.40953231111076e-12	1.12456298822322	0.047	0.014	1.08602371290347e-07	Sncg	Gstm6
Fibp3	4.49102179747798e-12	0.162614045547712	0.226	0.128	1.10609375850085e-07	Sncg	Fibp
Pla2g4e6	4.5897421636624e-12	0.441712301156212	0.245	0.14	1.13040759748841e-07	Sncg	Pla2g4e
Sall22	4.77783796137218e-12	0.109208832320975	0.291	0.172	1.17673371150635e-07	Sncg	Sall2
Gm271511	4.80484586943975e-12	0.798107818912383	0.067	0.024	1.18338548918432e-07	Sncg	Gm27151
Cpa24	4.92312290098616e-12	1.09128734632021	0.061	0.021	1.21251593928388e-07	Sncg	Cpa2
Smim10l2a7	4.98924561702744e-12	0.662370507635785	0.219	0.125	1.22880130301769e-07	Sncg	Smim10l2a
Ccne13	5.03349951391444e-12	0.755464254003942	0.116	0.053	1.23970059528199e-07	Sncg	Ccne1
Ppp1r13b7	5.11771590024462e-12	0.126972816869391	0.584	0.4	1.26044224907125e-07	Sncg	Ppp1r13b
Gm485514	5.23771215643641e-12	1.19293993090801	0.073	0.027	1.28999612700872e-07	Sncg	Gm48551
Gas24	5.2549482919955e-12	0.134192612765003	0.226	0.126	1.29424121483557e-07	Sncg	Gas2
Tsta35	5.26571126524341e-12	0.339698900652072	0.183	0.097	1.2968920275168e-07	Sncg	Tsta3
Maea7	5.43843722021989e-12	0.22053220972879	0.434	0.285	1.33943270296796e-07	Sncg	Maea
Gm493538	5.47640069552912e-12	0.398518139537864	0.398	0.258	1.34878272730187e-07	Sncg	Gm49353
Ttll110	5.50461588653455e-12	0.518978563797549	0.216	0.122	1.35573184669459e-07	Sncg	Ttll1
Cluh4	5.51940638391981e-12	0.306331851010553	0.353	0.225	1.35937459829561e-07	Sncg	Cluh
Ece16	5.57887120436686e-12	0.132644896884198	0.424	0.275	1.37402018892351e-07	Sncg	Ece1
Utp153	5.91837036541957e-12	0.431514272579289	0.216	0.121	1.45763543729919e-07	Sncg	Utp15
Tsen25	5.99428101293004e-12	0.181995200609879	0.28	0.166	1.47633147067454e-07	Sncg	Tsen2
Gm2680410	6.00747138127044e-12	0.310523804900567	0.318	0.197	1.4795801264931e-07	Sncg	Gm26804
Zbtb121	6.03916205545671e-12	0.584997093289921	0.061	0.021	1.48738522263843e-07	Sncg	Zbtb12
Men15	6.14496481063469e-12	0.38201995602299	0.228	0.129	1.51344338321122e-07	Sncg	Men1
Map3k107	6.20290882951007e-12	0.237746125298149	0.538	0.364	1.52771441562003e-07	Sncg	Map3k10
Shh1	6.36869539460598e-12	1.05752944772239	0.052	0.016	1.56854598873751e-07	Sncg	Shh
1700026F02Rik1	6.67073507931375e-12	1.23600948585416	0.06	0.02	1.64293534268418e-07	Sncg	1700026F02Rik
Znhit39	7.07889126194826e-12	0.296362256482537	0.394	0.259	1.74346012890524e-07	Sncg	Znhit3
Iglon57	7.29964515768734e-12	0.537200644194621	0.265	0.159	1.79782960588681e-07	Sncg	Iglon5
Smim193	7.33182757487664e-12	0.163264342063126	0.349	0.218	1.80575581341637e-07	Sncg	Smim19
Rhbdd33	7.39399040632678e-12	0.413031574967968	0.18	0.096	1.82106589717422e-07	Sncg	Rhbdd3
Gale3	7.44848528252952e-12	0.717604185937895	0.112	0.05	1.83448744023419e-07	Sncg	Gale
Ankrd525	7.74756053904187e-12	0.153828019316723	0.356	0.227	1.90814668516062e-07	Sncg	Ankrd52
Txnl4b7	7.74858031606215e-12	0.633830641644702	0.165	0.086	1.90839784604295e-07	Sncg	Txnl4b
Pno14	7.78517784314436e-12	0.456989790504597	0.19	0.103	1.91741145098802e-07	Sncg	Pno1
Dnajc43	8.10471309744665e-12	0.443970991547749	0.17	0.089	1.99610978877014e-07	Sncg	Dnajc4
Tctex1d22	8.14510991933477e-12	0.272948870703607	0.193	0.103	2.00605912203296e-07	Sncg	Tctex1d2
Fam214b1	8.26597763806644e-12	0.105966489681036	0.268	0.156	2.03582763247938e-07	Sncg	Fam214b
Suv39h15	8.34062888719383e-12	0.643247663584469	0.174	0.094	2.05421348862697e-07	Sncg	Suv39h1
Sept118	8.36426630700389e-12	0.109038074664683	0.714	0.49	2.06003514875199e-07	Sncg	Sept11
Gosr25	8.41897368954344e-12	0.234659500376975	0.387	0.252	2.07350902999765e-07	Sncg	Gosr2
Gtf3a9	8.61488202136023e-12	0.338673695025222	0.297	0.183	2.12175929304081e-07	Sncg	Gtf3a
Pwp11	8.77003259541014e-12	0.24927586816615	0.164	0.084	2.15997132792356e-07	Sncg	Pwp1
Gls28	8.82831395049576e-12	0.51161644435017	0.32	0.203	2.1743254428676e-07	Sncg	Gls2
Gm168971	8.87043786410910e-12	1.1635334491567	0.052	0.016	2.18470014155143e-07	Sncg	Gm16897
Gm376404	8.98354012762088e-12	1.18497060756243	0.04	0.011	2.21255609803175e-07	Sncg	Gm37640
Bbip19	8.98574816791216e-12	0.191109619553499	0.677	0.482	2.21309991627509e-07	Sncg	Bbip1
Gpn14	9.26983868851045e-12	0.32640777002422	0.234	0.135	2.28306857059324e-07	Sncg	Gpn1
Uba33	9.40848849844899e-12	0.187971870353647	0.416	0.272	2.317216632283e-07	Sncg	Uba3
Sfrp21	9.69561217111484e-12	1.59632995324529	0.031	0.007	2.38793232162387e-07	Sncg	Sfrp2
Camsap35	9.87358168175748e-12	0.963646023838022	0.118	0.055	2.43176443240005e-07	Sncg	Camsap3
Efcab24	1.01223533769315e-11	0.287719452214392	0.265	0.157	2.49303441320445e-07	Sncg	Efcab2
Rgs7bp9	1.01535068607074e-11	0.275601689900701	0.943	0.627	2.50070720472364e-07	Sncg	Rgs7bp
1700123O20Rik5	1.01940415626043e-11	0.225709061453651	0.265	0.157	2.51069049645381e-07	Sncg	1700123O20Rik
5830454E08Rik4	1.02596385896261e-11	0.948054017296018	0.075	0.028	2.52684638823901e-07	Sncg	5830454E08Rik
Cystm18	1.03670394655662e-11	0.16616242123638	0.488	0.333	2.55329814997429e-07	Sncg	Cystm1
Fam122b2	1.05655468798082e-11	0.312711028473986	0.087	0.035	2.60218854102796e-07	Sncg	Fam122b
Unc798	1.06740252141743e-11	0.170768556887341	0.794	0.533	2.62890566999898e-07	Sncg	Unc79
Trim236	1.08421093715545e-11	0.105892820504426	0.408	0.264	2.67030311712016e-07	Sncg	Trim23
Bbs77	1.09902762911373e-11	0.306920149305766	0.281	0.169	2.70679514774421e-07	Sncg	Bbs7
Mrpl387	1.1503228519525e-11	0.186011601661231	0.358	0.227	2.83313015207382e-07	Sncg	Mrpl38
Gm485127	1.17192472052364e-11	0.237302272455932	0.245	0.143	2.88633339417768e-07	Sncg	Gm48512
Pcmt18	1.17277274206076e-11	0.168360363204027	0.791	0.552	2.88842198642146e-07	Sncg	Pcmt1
Gm11967	1.18979728835639e-11	3.50462716440543	0.011	0.001	2.93035174149295e-07	Sncg	Gm11967
Cfl18	1.1915896793294e-11	0.199673110562005	0.976	0.759	2.93476622122037e-07	Sncg	Cfl1
Fam184b4	1.20178616744702e-11	0.508170515617427	0.17	0.089	2.95987915180527e-07	Sncg	Fam184b
Arpin2	1.21033082171459e-11	0.792749910424241	0.086	0.035	2.98092378080086e-07	Sncg	Arpin
Gm289606	1.21171062859015e-11	0.783403696903014	0.144	0.072	2.98432210715468e-07	Sncg	Gm28960
Mrpl467	1.21864151628319e-11	0.431132831039007	0.239	0.14	3.00139219045388e-07	Sncg	Mrpl46
Dgke8	1.22418816576446e-11	0.350139916610379	0.456	0.315	3.01505303346129e-07	Sncg	Dgke
Rad51c6	1.23141654731148e-11	0.557255379732919	0.13	0.062	3.03285581437344e-07	Sncg	Rad51c
C788595	1.23701942310807e-11	0.47529856294008	0.312	0.198	3.04665513717287e-07	Sncg	C78859
Zbtb455	1.27385003379231e-11	0.49359287750425	0.176	0.094	3.13736524822708e-07	Sncg	Zbtb45
Nckipsd5	1.31888314192492e-11	0.279175463631491	0.304	0.188	3.24827729024689e-07	Sncg	Nckipsd
Copz16	1.32254035866984e-11	0.166760667498	0.479	0.321	3.25728464936795e-07	Sncg	Copz1
Gm156144	1.32292354927784e-11	0.285411017186545	0.141	0.068	3.25822840951639e-07	Sncg	Gm15614
1810044D09Rik1	1.325647090959e-11	0.863787072279101	0.047	0.014	3.26493622032292e-07	Sncg	1810044D09Rik
Vopp17	1.33284984321224e-11	0.158230318504153	0.587	0.392	3.28267587884742e-07	Sncg	Vopp1
Gm268367	1.40725722025728e-11	0.442343912367398	0.255	0.153	3.46593380777165e-07	Sncg	Gm26836
Oxsm1	1.41367758604841e-11	0.373940057133832	0.144	0.071	3.48174652667863e-07	Sncg	Oxsm
Parm12	1.41454853690984e-11	0.109230250688454	0.401	0.257	3.48389159155524e-07	Sncg	Parm1
Mrs22	1.45270226987113e-11	0.217109481556432	0.39	0.253	3.57786042046561e-07	Sncg	Mrs2
Pigyl9	1.46302568066175e-11	0.187432395192553	0.561	0.39	3.60328594890183e-07	Sncg	Pigyl
Aph1b7	1.53818804221719e-11	0.307530085162758	0.258	0.153	3.78840332917672e-07	Sncg	Aph1b
Manbal6	1.55698211132943e-11	0.130707913771258	0.48	0.321	3.83469124199324e-07	Sncg	Manbal
Gm158793	1.62044339139211e-11	0.561197891986658	0.089	0.037	3.99099002865962e-07	Sncg	Gm15879
Me16	1.62543358996293e-11	0.216459749507089	0.364	0.236	4.0032803887197e-07	Sncg	Me1
Lztfl19	1.63453592548142e-11	0.135707542544125	0.557	0.382	4.02569853086818e-07	Sncg	Lztfl1
Gpr1736	1.68868880503431e-11	0.469385477355902	0.209	0.118	4.159071657919e-07	Sncg	Gpr173
Morn17	1.88557798217985e-11	0.303243393686035	0.315	0.196	4.64399001231075e-07	Sncg	Morn1
Supt4a10	1.89093434836183e-11	0.129362309185566	0.446	0.297	4.65718220658035e-07	Sncg	Supt4a
Wdr614	1.90421664106712e-11	0.178698440128142	0.332	0.209	4.68989516528421e-07	Sncg	Wdr61
Anxa42	1.91733196613143e-11	1.11502120195915	0.078	0.031	4.72219689938511e-07	Sncg	Anxa4
AC110166.23	1.917656241268e-11	1.45283899777437	0.058	0.02	4.72299555661895e-07	Sncg	AC110166.2
Gm103732	2.03477753285353e-11	0.481462095866832	0.07	0.026	5.01145358566496e-07	Sncg	Gm10373
Pdcd77	2.07716244073384e-11	0.298666009303395	0.326	0.208	5.11584337528337e-07	Sncg	Pdcd7
Gm292662	2.08251321068747e-11	0.463924189484807	0.049	0.015	5.12902178660217e-07	Sncg	Gm29266
Coa67	2.11587636747158e-11	0.326885197507008	0.346	0.221	5.21119190544576e-07	Sncg	Coa6
Crls15	2.12470085470598e-11	0.263020141989795	0.327	0.205	5.23292573505536e-07	Sncg	Crls1
Trappc53	2.18541010928524e-11	0.24158404296558	0.255	0.152	5.38244655815862e-07	Sncg	Trappc5
Ppp1r83	2.22933413119889e-11	0.258811392787419	0.26	0.156	5.49062703172976e-07	Sncg	Ppp1r8
Bok6	2.29335188962671e-11	0.211111146936306	0.324	0.199	5.64829636896162e-07	Sncg	Bok
Fam98b5	2.41081547213179e-11	0.128970169009702	0.349	0.221	5.93759742631339e-07	Sncg	Fam98b
Hexim22	2.41119425122175e-11	0.670977015297416	0.107	0.048	5.93853032133405e-07	Sncg	Hexim2
Spats2l4	2.48239827187143e-11	0.301995194292043	0.335	0.214	6.11389870379213e-07	Sncg	Spats2l
Wdr57	2.64743815733467e-11	0.242009701373485	0.239	0.14	6.52037543769956e-07	Sncg	Wdr5
Pigb2	2.67249785974687e-11	0.304426028344282	0.303	0.188	6.58209497877057e-07	Sncg	Pigb
Srsf93	2.67817237758361e-11	0.115398137077242	0.462	0.309	6.59607074875066e-07	Sncg	Srsf9
Smim138	2.72266336933581e-11	0.139362083887698	0.83	0.54	6.70564761233716e-07	Sncg	Smim13
Pigx4	2.78898236385855e-11	0.135227440144466	0.245	0.143	6.86898466394722e-07	Sncg	Pigx
Mapk86	2.82932983588954e-11	0.110864348663735	0.775	0.535	6.96835645281234e-07	Sncg	Mapk8
Rnft28	2.8424934667519e-11	0.321964739851064	0.399	0.264	7.00077715926325e-07	Sncg	Rnft2
Rwdd2a5	2.85737143668115e-11	0.757060133261508	0.118	0.055	7.03742011140202e-07	Sncg	Rwdd2a
Bag23	2.90996809328493e-11	0.581600943333367	0.145	0.073	7.16696041695146e-07	Sncg	Bag2
Chmp4b8	2.98802672187285e-11	0.157736570263213	0.8	0.566	7.35921101330064e-07	Sncg	Chmp4b
Nub16	3.02429910166241e-11	0.128033076270017	0.502	0.345	7.44854625748436e-07	Sncg	Nub1
Shc27	3.0408315554754e-11	0.466464970639223	0.258	0.155	7.48926403798037e-07	Sncg	Shc2
Vrk33	3.11275841569115e-11	0.158005128736929	0.202	0.112	7.66641270200573e-07	Sncg	Vrk3
Trim287	3.19322698783559e-11	0.14459915715311	0.436	0.289	7.86459874834028e-07	Sncg	Trim28
Eme24	3.20054571132814e-11	0.751912649951578	0.069	0.026	7.88262403243007e-07	Sncg	Eme2
Mrpl108	3.33709617971936e-11	0.226513356339729	0.315	0.196	8.21893418103082e-07	Sncg	Mrpl10
Gm50936	3.4366622265058e-11	0.938430463542103	0.113	0.053	8.46415539766114e-07	Sncg	Gm5093
Ssbp48	3.52647788609608e-11	0.219239768156754	0.466	0.319	8.68536238566605e-07	Sncg	Ssbp4
Smgc	3.59692325612941e-11	3.36759102257349	0.011	0.001	8.85886228752112e-07	Sncg	Smgc
A230107N01Rik3	3.71248297845057e-11	1.24464483587456	0.058	0.02	9.14347432762592e-07	Sncg	A230107N01Rik
Gm156884	3.71772773376509e-11	1.16694879890389	0.076	0.03	9.15639163549005e-07	Sncg	Gm15688
Cgrrf15	3.72546350286996e-11	0.206317139270265	0.306	0.19	9.17544406121843e-07	Sncg	Cgrrf1
Gle19	3.76419425975026e-11	0.128012346948796	0.44	0.29	9.27083404233891e-07	Sncg	Gle1
B4galt34	3.83727763370191e-11	0.169286339271563	0.313	0.197	9.45083108404444e-07	Sncg	B4galt3
Tssk6	3.8431258464245e-11	2.19506936040068	0.014	0.002	9.4652346471589e-07	Sncg	Tssk6
Krtcap22	3.97419139527442e-11	0.230815893718777	0.343	0.22	9.78803598742136e-07	Sncg	Krtcap2
Slc39a36	4.00293019255331e-11	0.364947296404484	0.338	0.217	9.85881677123954e-07	Sncg	Slc39a3
Mnt5	4.09842967976872e-11	0.112732826790534	0.283	0.171	1.00940224583024e-06	Sncg	Mnt
Gm2656110	4.11585672905561e-11	0.368554331218231	0.298	0.189	1.01369435379911e-06	Sncg	Gm26561
Trmt17	4.18361134235172e-11	0.115384870090037	0.306	0.189	1.0303816375078e-06	Sncg	Trmt1
Zcchc145	4.20371895530709e-11	0.153258023469237	0.555	0.39	1.03533394150258e-06	Sncg	Zcchc14
Ptges28	4.46510470240795e-11	0.267623943157087	0.356	0.229	1.09971063715605e-06	Sncg	Ptges2
Pdzd75	4.52185720112753e-11	0.899455545328483	0.07	0.027	1.1136882100657e-06	Sncg	Pdzd7
Fuca23	4.6355668064848e-11	0.214133850244749	0.284	0.176	1.14169374876914e-06	Sncg	Fuca2
Dlg37	4.79517358547449e-11	0.218898085788044	0.483	0.329	1.18100330236651e-06	Sncg	Dlg3
Nfs13	4.79529755018548e-11	0.10693205735747	0.301	0.185	1.18103383363518e-06	Sncg	Nfs1
Dubr2	4.82374365734104e-11	0.155360635631233	0.147	0.074	1.18803982536652e-06	Sncg	Dubr
Enoph17	4.87694730575668e-11	0.278978039147428	0.323	0.205	1.20114335193481e-06	Sncg	Enoph1
Tmem1109	4.95102932356656e-11	0.349416818426789	0.32	0.205	1.21938901210121e-06	Sncg	Tmem110
Rtp32	4.97322039273069e-11	1.0788774879956	0.047	0.015	1.22485445052564e-06	Sncg	Rtp3
Atg4d5	5.11019295570075e-11	0.309352613162245	0.284	0.175	1.25858942305954e-06	Sncg	Atg4d
Zfp3693	5.11161845512649e-11	0.139335265551946	0.304	0.189	1.2589405093131e-06	Sncg	Zfp369
Zfp4287	5.18518439870470e-11	0.270322243867729	0.407	0.273	1.27705906555698e-06	Sncg	Zfp428
Gm197105	5.25468860223806e-11	0.384835115331841	0.255	0.156	1.29417725584521e-06	Sncg	Gm19710
Alkbh23	5.25497701744547e-11	0.524663470621181	0.112	0.052	1.29424828962664e-06	Sncg	Alkbh2
Spata9	5.34661768902505e-11	2.62389556964502	0.015	0.002	1.31681847062998e-06	Sncg	Spata9
Cables25	5.42449043942979e-11	0.467322087425818	0.226	0.132	1.33599775032716e-06	Sncg	Cables2
Aasdhppt3	5.46820938555742e-11	0.227618172551687	0.255	0.153	1.34676528956894e-06	Sncg	Aasdhppt
Gm26614	5.59510265140054e-11	1.68525397552872	0.017	0.003	1.37801783201344e-06	Sncg	Gm26614
Gm486235	5.59787482741719e-11	0.84203803313474	0.13	0.064	1.37870059124458e-06	Sncg	Gm48623
Aph1c3	5.6403734311254e-11	0.161141253506702	0.15	0.077	1.38916757235187e-06	Sncg	Aph1c
Mettl223	5.70568325833423e-11	0.332009517495232	0.138	0.068	1.40525272969514e-06	Sncg	Mettl22
Jade16	5.71516653785194e-11	0.111775018049201	0.428	0.285	1.40758836660755e-06	Sncg	Jade1
Rpp148	5.80140193644082e-11	0.361864308931156	0.31	0.2	1.42882728292601e-06	Sncg	Rpp14
Vapb8	5.80252691527778e-11	0.140306762503773	0.607	0.42	1.42910435396376e-06	Sncg	Vapb
Slc4a86	5.82452211976863e-11	0.242901057727457	0.436	0.292	1.43452155287782e-06	Sncg	Slc4a8
Ppip5k18	6.0848467932377e-11	0.14587878318193	0.492	0.331	1.49863691670651e-06	Sncg	Ppip5k1
Zfp9703	6.1041081536671e-11	0.56291577690211	0.086	0.035	1.50338079716667e-06	Sncg	Zfp970
Rtbdn6	6.23036812578727e-11	1.30164971355986	0.063	0.023	1.53447736570015e-06	Sncg	Rtbdn
Mkrn25	6.30078648945754e-11	0.282334019634863	0.258	0.156	1.5518207044885e-06	Sncg	Mkrn2
Golga24	6.32820199410483e-11	0.244212005755664	0.369	0.242	1.55857286912808e-06	Sncg	Golga2
Bri38	6.42611376752433e-11	0.115451626297765	0.813	0.578	1.58268755980357e-06	Sncg	Bri3
Ccdc92b7	6.46261070021325e-11	0.462589135961183	0.26	0.158	1.59167638935552e-06	Sncg	Ccdc92b
Exosc81	6.55157551417835e-11	0.165649849132606	0.203	0.114	1.61358753338699e-06	Sncg	Exosc8
Armcx63	6.5705561946601e-11	0.92908533319047	0.055	0.019	1.61826228518284e-06	Sncg	Armcx6
Sh3yl15	6.57548577169953e-11	0.473312108132905	0.171	0.092	1.61947639071188e-06	Sncg	Sh3yl1
Mvb12a4	6.61141368315598e-11	0.233174576501794	0.26	0.158	1.62832507602449e-06	Sncg	Mvb12a
Mtmr45	6.61393547067968e-11	0.221346675114844	0.404	0.271	1.6289461670737e-06	Sncg	Mtmr4
Rab248	6.6762411871185e-11	0.231203741047974	0.529	0.366	1.64429144197542e-06	Sncg	Rab24
Zfp376	6.77523074275707e-11	0.254650267012881	0.269	0.164	1.66867157963364e-06	Sncg	Zfp37
Dnajb147	7.00482696470058e-11	0.15308652770971	0.765	0.549	1.7252188331361e-06	Sncg	Dnajb14
Npepps3	7.38009858109831e-11	0.124469927672174	0.867	0.66	1.8176444795387e-06	Sncg	Npepps
A430005L14Rik8	7.39129732073156e-11	0.297589909055441	0.355	0.233	1.82040261712298e-06	Sncg	A430005L14Rik
Gm493568	7.39362616184356e-11	0.632210499845268	0.154	0.081	1.82097618740045e-06	Sncg	Gm49356
Ftsj11	7.44839086285961e-11	0.42878603915214	0.168	0.09	1.83446418561369e-06	Sncg	Ftsj1
Rfxap5	7.45423579275207e-11	0.32189324268432	0.295	0.185	1.83590373339691e-06	Sncg	Rfxap
Plaa3	7.50801067892534e-11	0.12735717220754	0.498	0.348	1.84914795011252e-06	Sncg	Plaa
Cfap772	7.74296291309568e-11	1.19645999044779	0.058	0.02	1.90701433586634e-06	Sncg	Cfap77
Gm219854	7.76518507060005e-11	0.983585318311718	0.066	0.024	1.91248743103809e-06	Sncg	Gm21985
Gm305631	7.81623466191552e-11	2.22149309305318	0.026	0.006	1.92506043488317e-06	Sncg	Gm30563
Epn18	7.9142626280431e-11	0.138995543265855	0.709	0.496	1.94920374266074e-06	Sncg	Epn1
Mpst2	7.96850242181103e-11	0.123268957715581	0.136	0.067	1.96256246146784e-06	Sncg	Mpst
Cdkn2aipnl7	7.97423930424498e-11	0.221866007788178	0.379	0.247	1.9639753982425e-06	Sncg	Cdkn2aipnl
Glrx28	8.01802104753481e-11	0.191671934233516	0.549	0.38	1.97475840379735e-06	Sncg	Glrx2
Gm492711	8.51702087718741e-11	1.59119357273543	0.026	0.006	2.09765707184249e-06	Sncg	Gm49271
Gm97672	8.59498324388531e-11	1.72382232638323	0.044	0.014	2.11685842313651e-06	Sncg	Gm9767
Otud7a10	8.7068967871793e-11	0.128854234691047	0.904	0.619	2.14442160971439e-06	Sncg	Otud7a
Ccdc85c3	8.86018439749207e-11	0.529785138684398	0.17	0.092	2.18217481525832e-06	Sncg	Ccdc85c
Clip43	9.04670158797701e-11	0.260391736176172	0.373	0.243	2.22811213410286e-06	Sncg	Clip4
9530036O11Rik2	9.25634420692334e-11	0.581121683080713	0.112	0.052	2.27974501472315e-06	Sncg	9530036O11Rik
Taf5l3	9.31718292103193e-11	0.304350530106337	0.213	0.122	2.29472898162095e-06	Sncg	Taf5l
Wbp13	9.33836898986004e-11	0.173095591840229	0.243	0.144	2.29994689851263e-06	Sncg	Wbp1
Fgd16	9.34270060330006e-11	0.387039339653501	0.208	0.119	2.30101373158677e-06	Sncg	Fgd1
Gskip7	9.44529107482735e-11	0.224611293249621	0.401	0.267	2.32628073881923e-06	Sncg	Gskip
Tm2d28	9.73041545375326e-11	0.130217130569978	0.528	0.368	2.39650402210489e-06	Sncg	Tm2d2
Tnk210	9.81911228980806e-11	0.113409527739834	0.457	0.305	2.41834916585683e-06	Sncg	Tnk2
Mphosph63	9.85308193008314e-11	0.3652099869506	0.197	0.112	2.42671554856018e-06	Sncg	Mphosph6
Eln5	9.85696530494924e-11	0.826634654227832	0.05	0.016	2.42767198495595e-06	Sncg	Eln
Tfpt6	9.90501537922168e-11	0.428618440136297	0.219	0.128	2.43950623774851e-06	Sncg	Tfpt
Nipsnap18	1.01110330340556e-10	0.298538216886576	0.387	0.257	2.49024632595755e-06	Sncg	Nipsnap1
Gm26794	1.01581351087107e-10	1.35512293772717	0.055	0.019	2.50184709592436e-06	Sncg	Gm26794
Chst109	1.0164739059219e-10	0.195586725752441	0.414	0.276	2.50347358289505e-06	Sncg	Chst10
Dnal46	1.03155636096815e-10	0.286324514092557	0.343	0.22	2.54062016142846e-06	Sncg	Dnal4
Ercc21	1.03168855961108e-10	0.332721771723441	0.159	0.084	2.54094575346612e-06	Sncg	Ercc2
B3galt64	1.04300881266331e-10	0.481442173401205	0.162	0.086	2.56882640470847e-06	Sncg	B3galt6
Gpr1562	1.05010639571683e-10	0.388972744076452	0.057	0.019	2.58630704201098e-06	Sncg	Gpr156
Mto15	1.06606680226771e-10	0.144994164570167	0.274	0.168	2.62561592730515e-06	Sncg	Mto1
Gorasp23	1.06951801957679e-10	0.121336909301431	0.509	0.348	2.63411593041569e-06	Sncg	Gorasp2
AU0222525	1.07198614020527e-10	0.345339425362588	0.275	0.171	2.64019466471157e-06	Sncg	AU022252
