Cell IDs	CellType
172104002352391939202679132565587823591	L5_IT
172169726843315635905353513952496275383	Astro
172196429499312144315091242970127558872	L4_5_IT
172283989015547056749249903752499874796	L5_IT
172340395511838082312050977216151514083	SMC
172364820879644582126599274760798403954	L6_CT
172457194374532387736423755737218590938	L6_CT
172487082765263325854513421019566029718	L5_IT
172786992076119027017544097554287130746	L6_CT
172981984204501005353041962771088430953	L2_3_IT
173011102441921534044789459271974450927	L2_3_IT
173046491719852806632962401562505731453	L2_3_IT
173087680758843794395720535940577092094	L5_IT
173094550888094592612279421183555309696	L6_CT
173161594920145577292928765977948388923	L5_ET
173182170764165308899466426590004994631	Endo
173208853988742890149596990519215218936	L2_3_IT
173287906276786955869217704441799004863	L2_3_IT
17343750127536506340650580019961223696	L4_5_IT
173514572423783935358105439252593559014	L5_IT
173559150359116796817142803323263191937	Oligo
173586914561174342920452395547758602262	Endo
173612044621048289517461966999308777186	L6_CT
173774193578546254205737738490582341975	L2_3_IT
173858183193389311606658602678025279490	Astro
173927465298573240890327052850633079446	VLMC
174031218942004429981866068378457257616	L6_IT_Car3
174097562218499547098084416961026392817	SMC
174126106996998511590569758637364421042	L5_6_NP
174127381495909637649151610408690617534	Oligo
174151588219799364818621068793576448369	Sst
174189176613187862521973222864012800746	L5_IT
174206242740627005669149917545950202603	L5_IT
174229566897881406871386262315832744274	L4_5_IT
174396972307346513692115937860052350895	L6_CT
174438512273544351874334500073302815711	L2_3_IT
174468979632680426729428247510570703677	L6_CT
174711466812227443758483819881247724615	L2_3_IT
174729303872416159569508132760331103157	VLMC
174755425732377679514858755642630747506	L4_5_IT
174889125153876026129344407942071528090	L6_CT
174965084917815707259856203120476676135	SMC
174986382709528496570486972853802459258	Astro
175320745869254039901285233464205699653	L2_3_IT
175325537730068826598510574568640331404	Astro
175402937955309111850087563178391995591	L2_3_IT
175521799600212189985752574271725767791	L5_IT
175588196437497191308619594660853631101	Astro
175592294073369630404220731364795232647	OPC
175762756878477929017110983900531414670	L6_CT
175791191643477328182736199012626566415	SMC
175901454657626709596964128153292105786	Astro
175907970598640282107696370546901649631	L6_CT
17592009006144884183292869235164022044	Endo
175923486649405069463163666172073687998	L6_IT
175965267282931199179587284287238068367	L4_5_IT
175997740601481432003101961633594684173	L4_5_IT
176075898992028652505098581038810833832	L2_3_IT
176320931078315599559396578011313843955	VLMC
176336287059217794177796819520808672860	L2_3_IT
176373849568405544389809219376642488979	L5_IT
176406484765153833608521531999066854182	Pvalb
176561717180064625313724397075311353084	Sst
17671962521440500354273320220927314580	L6_CT
176796174087339570997599952427966667218	Endo
176862436752109751742535778363727153101	Astro
176888355714479826119434829987568533336	L6_CT
177010026503865682978197122559767083393	L5_IT
177038923891880173666241817251536226526	L5_6_NP
177177309418386522938609683536372305961	L4_5_IT
177284807789311267943271988312720742940	L6_CT
177421653172895205992830819478083220357	L4_5_IT
177511298284951380808104161012168228933	L2_3_IT
17768311088919584190895701184763156301	L4_5_IT
177893981711806573681871134252202831822	L5_IT
177940971773366464612377803322877517021	L2_3_IT
177968811221713704248601447527659599047	Oligo
178078999759883984354417661817549306241	L2_3_IT
17809229509449992690610352360106246447	L4_5_IT
178137590642641009810093068009728509037	L5_ET
178217512389262866291289035951328822616	Pvalb
178249963499105942146149682050865000148	L2_3_IT
178346398943111075149645784650552952703	L4_5_IT
178504609741514738351722289087853275041	Oligo
17854142999585242835240171087359128500	L6_IT
178724595871406428054557696719455396499	Endo
178774615590037510950255137960659181616	L4_5_IT
178874410211162929014629152719755851647	L2_3_IT
178906103991680892051855996835059376167	L2_3_IT
179013369165523842464141951030780228677	L5_ET
179039538817981213152974186965747588181	L4_5_IT
179121537071072111152381053326650176605	L6_IT
179267141100215469422593927238978349785	Astro
179400534792812387251480705983608581547	VLMC
179401026068763258640990310299728562847	L6_CT
179531694328942156879327578514719397057	Peri
179545775346625849312417203259103892950	L6_CT
17956817391177774460112505423172107720	L4_5_IT
179573465528914216296207819281584789557	VLMC
179607617273590405412610490704902071651	Micro
179617470556826617343630562828255886925	Astro
179881338892530697019508932296846891015	L5_ET
179916331363063373006534316489325561539	Astro
179932606914371889094940989169456774610	L6_IT
179975415275786128480279043354964911718	Oligo
180061160595544142233250224247195913171	L5_IT
18028341673102596875495426146024365102	Oligo
180349571309263172155817781925893711265	L2_3_IT
180386200082036859557614918386114388584	L6_IT
180471828837501021571031663564484485573	L4_5_IT
180556628187535950441879765999606531810	Pvalb
180571656293987410003849347266392753240	Astro
180640455273787425705238493047661649224	Endo
180671146645467030920372607784350579420	Endo
180763570558591662440728901716219584762	Pvalb
180794178761621023352264601753905331336	L5_ET
180997864380540445836885270186792273400	L5_IT
181012374184480342892519765184970987569	L6_CT
181035599953120736360021976948996141964	PVM
181204767637469724348627057129661201419	L6_IT
181207147662005059815234401786066421095	L6_CT
181265709752889289262222149484739419545	L5_IT
181280583643439021935834186321758435032	Pvalb
181370687518219134376112984300769739695	L2_3_IT
181469649687832053144556881233970012939	L2_3_IT
181733955838317420253043230683326089567	L2_3_IT
181995002834573220729074359093393843196	Pvalb
182002436928549412887357792173855001973	L2_3_IT
182055276160108642892943548356110689417	Endo
182073356577364618027682750903422327689	L5_ET
182174270856846254988816328371513642513	Endo
182323552533556354021782264444885743666	L5_6_NP
182467940712223182865256247332589477140	L6_IT
182489696011253228867402614854789282034	Lamp5
182513091494690971183590194938779507648	L6_CT
182697672092062300284108493102439691346	L4_5_IT
182777635601559723317953951517811344644	L4_5_IT
183041617799798224297462368568574469358	L4_5_IT
183145062489687560731504355503118996498	L4_5_IT
183235960982132798021377148756273845985	L4_5_IT
183328686191986590102572326008727252499	L6_CT
183362139605532683719312381174497398262	Astro
183403223834359224406265050032730689777	L2_3_IT
183629860394319650573000167965230444019	L5_IT
183650056791258197364020083360591769141	Pvalb
183740403059358398593060026838134441303	L4_5_IT
183745886633395539038395572361862168149	Endo
183982103708335070153125393031451539762	Sst
184180313808287683471602552659767468940	Endo
184390923282518826707152928441913912630	L5_ET
184763520985345531528440120267267508853	L5_ET
184764236795491424123660605717329874445	L6_IT_Car3
184832658757847788184018792219676932721	L4_5_IT
184926217177507947632480922079846164355	L6_IT
18492894220532302779708528051787104173	L5_IT
184941568684442842294054169419585066289	VLMC
184986996915010340944250009386401666418	L5_IT
18500178585538654481280618702228144368	L4_5_IT
185227120045047143247995575387970089144	L2_3_IT
185711080572212347097941881535200625758	L5_IT
185716335112755288749164412171555839168	L2_3_IT
185734474369058285616190269265425555608	Peri
185947457304299356724361473923118748178	Astro
185957795284373143409146988327693769588	OPC
185976860185897231194980878432994114745	L2_3_IT
18616280749705228983877738261910003861	OPC
186196559555102886893011303204372502248	L5_ET
186260741215641449637347558484565344475	OPC
186288069062507006928943122920490206989	VLMC
186336242810144812429956752028842000831	Endo
186346788173993534420026413411983801105	Astro
186356438352942185681224885104976362581	L6_CT
186383465974421405692671844642841829774	L2_3_IT
186517429680814373005689332590091096560	L5_ET
186579267168533188758676787921894045546	Astro
18668118204741381250906606862948760955	L5_ET
186713512719224090301182787622569373320	L6_IT
186734366997824387844791207403605919305	L6_IT
186828490806952062133397350466518156725	Astro
186916690108586801241356996125895087673	Sst
186945370494058825054596224771835493362	Micro
187048617261693285335133435850090661324	L2_3_IT
187109656502387266196572000474197645623	L2_3_IT
187185698904182467448785804344749973997	L2_3_IT
187400988558980306737672775916524376643	OPC
187412525983979362642047610521146489618	L6_CT
187454445937396802112761720437475086419	L2_3_IT
187461483041114696375232473345645512028	VLMC
187462132656502004739574423528042618268	L6_CT
187626437529576306839057794499572312968	L6_CT
187651327731484490191113341972572266008	L5_IT
187657363980162523861525537898125840113	L4_5_IT
18766048344253459172497780524947077395	L2_3_IT
187683084432999690919452445344784201655	L4_5_IT
187699733079193786433058137888699787396	L4_5_IT
187701576239218135284124652318825224311	L2_3_IT
187858705492622438584548828471218548104	L6_CT
187872111092171988759329954662268587892	L2_3_IT
188027171770743867944838518557659697099	L4_5_IT
188050060449336788699555687299121931150	L2_3_IT
188161096884300538560446666597070782095	Micro
188264520251471748190527100634998993343	Oligo
188326278524097785732065902595952264434	Sst
188367518237355405249707724111360843930	L2_3_IT
188461502087251337924236480156335924319	L2_3_IT
188602341510078760572126818546729235190	L4_5_IT
18864118366982315730286444180171020645	Oligo
188706094954040828825584481916784091124	Peri
188706624773329788992967971511666597577	OPC
18871536111297041961728123046458738088	Micro
188911274573611637935164471142571415485	L2_3_IT
189044510760435296889622519974782672490	L5_IT
189099241724823160680287295458422188020	L6_IT
189206202989877371060340579881815201784	Micro
189277985185268497439297336436907703484	SMC
189342792002001708469299464469570716118	L6_CT
189482334864549855810625171365531712492	L4_5_IT
189570470904253423863867160385471579578	L4_5_IT
189604328241594291701348405664416696410	Endo
189613262320890721837851486578273992031	L4_5_IT
189618028839080533149274111289512235943	L4_5_IT
189707180461433439737182233422376056908	PVM
189725758459584952663119297392401587723	OPC
189746118944931729235517719605665848233	L4_5_IT
189885327147525607070121758656828913775	L4_5_IT
189997075325166878170449514783438824730	Endo
190181233490450597202924971260839977012	L5_IT
190191326902612676733885702119362389564	L2_3_IT
190403728329072303644640980820718963027	L2_3_IT
190425607568654755591632525883896979324	L2_3_IT
190431391455060438680789522517230962152	VLMC
190488554161497701019188903422175044566	L6_CT
19053368028460531725967541515763115960	L4_5_IT
190679627772238179813381583775899721235	L2_3_IT
190777399882425047828197828812820540116	VLMC
190840032328502462222052305195090119264	Endo
190938409160309270828889476813302242755	Sncg
19096302458032550571542836194244365102	Endo
191117536559668570057755097079764166502	Sst
191219418450057502235633980483441928317	L5_IT
191229629108175921537537457447878946460	Astro
191460933537156104994930141608436844791	L4_5_IT
191569564630263649078209134769844339459	L5_IT
191597227327816881410076386161212349416	L2_3_IT
19167067260843099447946209547329255365	L4_5_IT
191674114683149986893472706948628063834	Endo
191703224526006030314655090610696440706	L4_5_IT
191720279299462916022077097245038763861	L6_IT
191736474772766694059951363237368894426	Peri
191850506127882572442463102871312933850	Astro
191851256540136615970647949225276698973	Endo
191938951075327797616167270654605662134	L4_5_IT
191968516775139763481588364712009228260	L2_3_IT
192011918206508207090533677664741045752	L5_IT
192070405320363113926689599732884375308	L6_CT
19225191829134905751851574393067240877	Pvalb
192269949099635943153846876796858476977	Pvalb
192394610189140610064855085206399865234	Lamp5
192493606765592346246958795637684782911	L4_5_IT
192728001937942358921564396900698085619	L5_6_NP
192739529308526624669954315984110001570	L5_IT
192870551187319813157208460143199762963	L5_IT
192919102744230786255640963613681530542	Peri
192988505206105212728017214407082060087	Lamp5
192991568080653482277451113208472024681	L5_IT
193121539418238596190649639027859111404	L6_CT
193154757483980202434543513399051762694	L5_IT
193257313562254573913292790261336083884	VLMC
19329720531230754560285049572028181492	L2_3_IT
193558501578143957911126747318604946817	L2_3_IT
193746905104281990284598740941595210851	L4_5_IT
19376473485700554380174795300914350230	L4_5_IT
193772624790458269608991994099609764307	L2_3_IT
193796225148071511287163381646736658352	L2_3_IT
193866241595108737593139499202890361548	Vip
193960689677983729893475526501139578344	L4_5_IT
194154344107903921784826968028782716295	Endo
194162801828169364471134383154880400145	L5_IT
194262285201766612515950132879706706299	L5_ET
194268855288814769926205201926972775332	VLMC
194344297980265642687136632019454173151	VLMC
194363628625329568097394866053549482090	PVM
194438958687120632667444919629142616986	L6_CT
194535269474444462937035978065253854135	SMC
194891441023079667440233786220288991567	PVM
194928749698777108275692222690521274274	L6_CT
195005276266641946229787634619150276507	L5_ET
195010175531864656155115039678806192632	L5_IT
195012438597967270486388054062790342369	Sst
195160129064508754490865241832211030075	L4_5_IT
195243874804471375587866540597553127365	L5_IT
195457300262102859463331293956268822668	Pvalb
195626776614757307326640499452801305288	L6_IT
195745494466049728972117587478748638461	L4_5_IT
195929707522009371712384137881299060902	OPC
195956357458721458006178520316271772578	Peri
196007888576171652815738944461464534705	Oligo
196077909758613623543346136544702392422	L6_CT
196080740839110978493556465149939612686	VLMC
196101718509452442452237247016683263917	L5_6_NP
19623526319060910415387832887044749430	Astro
196236920726310258956019044811895894614	VLMC
196252796145617413921798632468458172006	L2_3_IT
196370662647010729569636675856850189653	L4_5_IT
196441159195161209842102026041461281320	L4_5_IT
196521311271683416928941460925972818408	Astro
196724692157323026937781804315885089982	L2_3_IT
196841347781036466884573172568388634496	L2_3_IT
196931030023005384112567142991560953773	Endo
196982591219852562087069267587012610323	L2_3_IT
197073333921769007550052412270676314928	L2_3_IT
197141744663770520735901088384839891171	L2_3_IT
19718034023801164276248859736327196868	Pvalb
197287871120850954988718369617799853716	OPC
197356635756287059894788965256481910767	L2_3_IT
197366314512086537171483585260618300722	L6_CT
197462493672140225266271227412037227228	Astro
197563923282009885569827232107543601961	L5_6_NP
197582814293031932504994470112641352894	Astro
197651014250937022312313612921067533756	L5_ET
197676449490908413977466164460275595093	Astro
197795733008343022845460893409560492601	L5_IT
19790104977098741541634900130574223828	Peri
197949888873474336993913327446420810581	Endo
197984653454715243935876216326702334914	L4_5_IT
198101368468756760025832154825229003840	L6_IT
198148579541746598743357569353370756878	L6_CT
198173315026359619049602594828782625063	Sst
198213625043257959596914570610640865659	L6_IT
198232181679598384277883919233171513967	L2_3_IT
198303830578678720378464135346639949010	VLMC
198353818216168621315466480238641977001	L4_5_IT
198463197907965022781487295552759102427	Vip
198569902835251231452333841695311700531	Astro
198579891038594763789196496102502086244	OPC
198735278659404991997368165229289458314	Endo
198861163654364721697530936733115097946	OPC
198890784367098031691676795836731533801	Endo
199069983525784173133884734336398473641	Sst
199178872096861761211300264535655151995	L2_3_IT
199222328444745757138217208151849390007	VLMC
199261253767595916367400050703060799135	L2_3_IT
199284367621356315456168575523532963989	L5_IT
199294613784218956558582767360536083288	L2_3_IT
199323065901487956617558436292338518559	Endo
199425019955523013149939393494295662463	SMC
199815513571448123301512172628897377470	PVM
199827204995914820258408069445270838330	L2_3_IT
199953173485021987568561405929410467599	Astro
199973393081905884233919182412458440221	L6_IT
199998562414308036788607811869616110518	L2_3_IT
200081192254340263185863934094503691128	L6_IT
200092528348248536094299317354463061949	Peri
200096980402473586590024467820397767718	L2_3_IT
200164432920488714736511694371379073941	L2_3_IT
200164742158582728759826283849559225243	Micro
200176947480992096613033130067496255135	L5_IT
200232678939698199677760681633284565800	L4_5_IT
200239669685385721675121367576598554921	L6_CT
200339140521603772420630925411227336738	Pvalb
200449177731732574198599921163369581584	L5_IT
200466495853890707244147590762370134313	L2_3_IT
200546705927347566834645026787674394707	L4_5_IT
200625202412458122124191200021355279709	VLMC
200628532299049012595719290285959827917	L4_5_IT
200792426705393496475825558774636708129	L6_CT
20088504561553729701053139157209311864	Vip
200952275202126087713540687366316015212	Oligo
200978328464888757650760056010470538005	Lamp5
200983873755448501905974022651763931032	L2_3_IT
201119487970661791162504602907912475175	Peri
201204736238305937063107853667771802426	L2_3_IT
201217725798099677865434056455647227976	Astro
201247109035124585862934629145722365435	Endo
201322294032849582223146089409805265464	L2_3_IT
201395694304419800698975011056576370151	L2_3_IT
201436102879677449838225326286871226838	L4_5_IT
201458559516431329671382814201467772568	Pvalb
201481939003141399842758094028734299038	L4_5_IT
201652682198226785304745298095575630593	L6_CT
201725832123495542861903891434452607968	L5_ET
202146921738438206086818383310906149374	L6_CT
202280876094255443525277725587515963038	L4_5_IT
202303572643125221184736443247922870153	L6_CT
20246142223922899420588992723451657393	OPC
202649067822954166757392362700898638654	Astro
202655125185435779350480340865588461851	L4_5_IT
202691145434627882971349694753781219317	Peri
202748593133043231793067154414919400536	L6_CT
202901672451966295848079902703426283589	OPC
202949074591072300102212021599748602640	L6_CT
202986919892986895658568053808027132023	L4_5_IT
203019543766845304992877954172309223456	L4_5_IT
203033056240908830790011143953787174854	L4_5_IT
203058629593257707937345105065991902444	L5_IT
203087153228335632358669721321108118967	L4_5_IT
203108310568484147369488374664314999810	L2_3_IT
203108780781173001172599101161667884635	L6_CT
203149058877563763102685255560189139756	L6_IT
203292210565944782022945295650487938895	L2_3_IT
203479307995050746948491298270360029181	L5_IT
203652454701376439907355478435317098533	Astro
203662373315014693205350496754245951213	Pvalb
203911739186224332313670793968931848999	L2_3_IT
204074997334235334841921087842787483022	Vip
20412369700126259876450951845622773712	Peri
204142754575369218457141593176909446914	Endo
204158079915376688006460280027731300593	Sst
204174289447641514460709195431279988646	L2_3_IT
20440997286120936729367043653786239237	L5_ET
204531512369598051830228787643194460595	Endo
204551298559904814376901700996851434704	L2_3_IT
204627903646198337694071409127801136537	L6_CT
204647596400484150619628959848336982652	Endo
204677800156103961664927440748008954277	Oligo
204691037066458103807113889513648763889	Astro
204911601306701675119638688472589254927	L2_3_IT
20492823209462740995949871095170490911	Pvalb
205082441714961298033546647016719233604	L6_CT
205084089798241204306581613181649344570	L2_3_IT
20516476066443488024315866749358464835	L4_5_IT
20518605757254991515704713311652275499	Astro
205208037872886667756012190284267844083	Micro
205420716523699111849108506570441123588	L2_3_IT
205459856388035487687161535228972304210	Astro
205460142099355829726395334171440412900	Sst
205540853448059918805493164401701829452	Endo
205698209752450653501734928642037042735	L5_IT
205714856251373659912972087190821483509	Sst
205724933000034666461818397748412863978	L2_3_IT
205847718188757291403501635193316009956	L6_IT_Car3
205945256175626894903938002115451939147	Endo
206331705663825642969602443362240100747	Astro
206416329318897732181413359674626236961	L2_3_IT
206575212605417617403255162759832263551	Peri
206611320507661359258959764641991390692	L5_ET
20681652962745848194057040049555707465	Peri
20687667856064813362545735612607454481	Endo
206926856385611240761863550511653841212	L4_5_IT
206963146008758170581625715596628773329	L2_3_IT
20705674386123621127536199253066094105	Astro
207096311562860110895021800943372564619	L2_3_IT
207169961982299929256037664174996913984	L5_ET
207204883360818229751097784481424409889	OPC
207217917919299630655479175205122345225	Lamp5
207238736522445875335190659847268401529	L4_5_IT
207261541533973863870232018151570191533	Astro
207267238066064326814953437029809038014	Astro
207330074511523961911863288990750675888	L6_CT
207379361541594920953655456308528949347	Astro
207522524427393803749336692880584459268	L2_3_IT
207535518960334888801102785139325249120	L6_IT
207559710311500919974028011621450278887	L5_6_NP
207587095599700590747410972254990085129	L6_IT
207654983382477233327824999133111787880	L6_CT
207697450658900133824672196062947945731	L4_5_IT
207726109602665552124253723035509076550	Oligo
207764299149548795433392947159455681214	L5_ET
207901855946573865019470390217510649670	Endo
207932185363391997490331790602654225580	L6_CT
207935688956550537031031900467415002100	Sst
208094929472935989802193082522771803710	L2_3_IT
208096836029947923084407581768555794620	L5_IT
208127685439560184272989088087911127634	PVM
208131472362261810358514268580367777937	Micro
208231499720966006456184765922875498471	Endo
208328389796023073395269833303170433459	OPC
208340983824218247369558115244048382234	Endo
208401036963732372616311598620971426200	Vip
208485723607438633108929435159151586790	L5_ET
208557818667895739839858635780829998353	SMC
208673460404334391009290563936722309668	L5_ET
208776376626168026403817460914058478046	L2_3_IT
208848154307949972677049250820659546737	L4_5_IT
208944798729872857410187219023942296058	L2_3_IT
209076014680522327951412763134153125204	L6_CT
20908184038415861148371223804129126705	L5_6_NP
209092096106906277807134504174463589471	L2_3_IT
209313413039222896745264192463402596958	PVM
209315887882549640656832648555945092357	L4_5_IT
209382549540357135205690590666369636783	Oligo
209414167689603043423162055592773972693	L2_3_IT
209472812522025135907972701927806553146	L2_3_IT
209523505296376558283256321298259487003	Lamp5
209541188594982688027608829642693552412	L6_IT
209591509407863599873449375014088080666	L2_3_IT
209656267391196472053345091304388281542	Peri
209695147573571350119628610052000732403	Endo
209752753859352081860952714566886614745	L2_3_IT
20982288219572614639594434061770019086	VLMC
210056027000065219195417921920578984123	L6_IT
210087461660625957064707183716382873359	L2_3_IT
210115444828658049942673924377734749887	L5_ET
210242860872937307395887664576353729175	L6_CT
210340786420941862061240084964686235518	L6_CT
210343815576704217582548848765540901624	L5_IT
210528180747955407654099708807059007280	OPC
210565552967366583728925294527262212850	L5_ET
210602163180267369301761408276106234698	L5_IT
210666441767429764989289344359775418938	L2_3_IT
210711684655511362465007909350443190511	L5_IT
210747354096772681657133197655792843671	Endo
210839720453074475179953542007368156855	L6_CT
210946471460091546449431499554259364288	Astro
210970793013695036294747078418548472442	Pvalb
211113645107184388479762430063405984937	L6_IT
211132390493805767181006834329430312503	L4_5_IT
211157546209164943244152141370106753746	L6_IT
211236516271718004545331415611752946271	L5_6_NP
211251559217927247983825344289979966104	L2_3_IT
211268099770593017841494490851096293928	Astro
211272710546064638022840462906617114902	L6_IT
211326796842372932268831353486589430307	L5_6_NP
211369646285649415030386195870013463450	Pvalb
211547761903299407710155878714221517741	L4_5_IT
211547941291930810288612106853812089125	Astro
211571906498818128502568680581237806018	L5_6_NP
211576623229344465767888225531869419422	Vip
211576634218494686346669023563468309939	L4_5_IT
21159812161172051557102091077481060900	L6_IT
211625087972339665609128587633656576138	Astro
211763599979790354210386447266270630050	L5_IT
211996819969277969629233714674034080716	L2_3_IT
212085560451907823686056258260271741750	Sst
212105498307285084783625753670942010459	Astro
212249689641002311232112974061331854190	L5_IT
212262462789475096119430843019668859816	Astro
212346586398861039258685650586644771314	L5_ET
212354471600054136811276845277333134454	L5_6_NP
212402056498755425322620279315796019641	Vip
212489244893278348643552444740169664640	L2_3_IT
212699862674392977409607416206196945040	L5_6_NP
212772825594368516490883998163624897803	L4_5_IT
212795221943783435016916443212971339973	Endo
212814191384639393836309933583902639344	L2_3_IT
213165409516318405249480135083505027896	L4_5_IT
213395964318164444516058518381270060049	Endo
213415460469949481125251465122029584639	L5_IT
213484649979974815966705742261535741395	Micro
213540868501000653382753358737182718269	L2_3_IT
213597311681871331428056655394414929317	Endo
213677563216580434189280147829689294708	L6_CT
21368488430844577531148546092006794863	L4_5_IT
21377346016960339915611118641456176897	L4_5_IT
213784909913725449964469288877494836962	Oligo
213835195353110468570082390828093111488	L6_IT
213903262597477129506509918389363056605	L5_IT
213962637129921029425958728688960129916	VLMC
214002853650723325809852089767045093440	Sncg
214024757233371475288440029647876386604	Pvalb
214034513679891827601462670044383726479	Astro
214054275022868103875822534224954320365	L2_3_IT
214144504492807695060877458281801688345	Astro
214150373739754931405533046224140650719	L4_5_IT
214249812150852468931664727663705348987	L5_IT
214266423612408130768166226110215095068	OPC
214295659253263392555999486908176991625	Endo
214373110457255291585745313311637740499	L6_CT
214379598771909389633466621804640925801	L6_CT
214421060462890165112444480714235134274	L4_5_IT
2144325761571881969149706548926526739	Pvalb
214445285775570238218486684621394568582	L6_IT
214534534094892168470028943326250800424	L5_ET
214585818789751062566341682800275903316	L6_CT
214614796462043238342346671189483547815	L4_5_IT
214631579258847603841628506299641068164	L4_5_IT
214693493892429160817300210073810872628	L6_IT
214800621510754891939192720679552034592	L5_IT
214930216991578803163892348439274895832	Sst
214942494181389408829292736351267015882	Micro
214965008520339579987606387548420283763	Endo
21496998368143374969535349799096364783	L2_3_IT
214988397585215312022765775640579145034	L6_CT
215077905814959101376384517783954121790	L5_IT
215133026438058914197782421312595367010	L6_IT
215221506380746518511351723376973763872	Astro
215242765151845808241763342012238466475	SMC
215267650948196203724536166676810775720	Endo
215404485830073633699191988196962543634	Lamp5
215505913343211357955778647325901767768	L4_5_IT
215610393121655748935342203452356554612	L2_3_IT
215625930539017696886273714960905647107	Pvalb
215696621684657025702582362857637797988	L2_3_IT
215770567566588682347459153933640221161	L5_6_NP
215832850829977784445825462263382397603	Endo
215871180258959600516728430791437798521	OPC
216033904980066836621481784219496072191	L6_CT
216063292308159548503962734003801558623	Astro
216128315116734539645486728609757685990	L5_IT
216204803536839960087286306455801652333	L4_5_IT
216248333332825926503459333986801389567	L4_5_IT
216304988077823348413015276312345036930	L2_3_IT
216333085276228727098241254288702499297	Astro
216368363397795112907451062255842152246	L6_IT_Car3
216455222976044054568755217022953665694	L2_3_IT
21648727263050148578781884511174444838	L6_IT
216661847927208537543977118417313930514	L2_3_IT
216756513942485799514384983659972763669	L4_5_IT
216885013693428880730203561462726650977	L4_5_IT
216961395413885273448330541236097794195	PVM
217033356160606974628699973411024640807	Sst
217043779973720016586589326478526208130	Oligo
217062940689251187452701831368253402436	L4_5_IT
217092993963558732322560244672269939882	L5_IT
217121945586352573944091923333183450629	L4_5_IT
217159729895318112498760574094569797676	VLMC
217175589110101384118498444794622166682	L2_3_IT
217287685540695614844518899801566633133	L2_3_IT
217494891995370612809288546565475087161	Astro
217599425495662794443534114975664996159	L4_5_IT
217645021138740808728781031995624809072	L2_3_IT
21766128367326914613636765945459738230	L5_IT
217705305964897536986726443809862260084	L2_3_IT
217764151373710721539740977237157405588	L2_3_IT
217848571574754187903268081830705438667	Astro
217856265437842166217265425568474619983	L5_IT
217858379046731777897612720382158897630	Pvalb
217890613565704273572769868592378933310	L2_3_IT
217947253558182290866508739281026411746	L6_IT
217992959076285928615286989560326671657	L5_ET
217996127841917271854937983660412219722	L4_5_IT
218162904552650639071070056629897228542	OPC
218179056797747119851350336436387649872	OPC
218243610784391222674182501483653746650	Lamp5
218326498062623466318951088864783450076	L6_CT
218344740751698869532279722887897268227	Micro
218359578575137600283279117886940761181	L4_5_IT
218408858856444223754439728627129090285	Endo
21845482283247894564227581426492103612	L6_IT
218530715156511364410818548390884320640	L2_3_IT
218542620642993450663185722369595269808	L2_3_IT
218636120599135185910233351360917122523	L5_ET
218765490346024823404881384744037801411	L2_3_IT
218795905126659466895140206787261103966	Oligo
218846374612002114668565251746940929236	L6_CT
218850266073139083002978933568085322011	Oligo
218910457742360337946927296606531398472	L2_3_IT
218928460437058472577065644203330369787	L2_3_IT
218930187745883548942751413933534943472	L5_IT
219079513087740543126827128433214596804	L2_3_IT
219120602344409770184008394787782511640	Vip
219129970804565126718470277538041578387	Endo
219278168665237519820266881645826499798	L2_3_IT
219352604044322342342672169036369485400	L5_ET
219392982907054543719624580474798601846	L4_5_IT
219402402412561257505758581652937611736	L5_ET
219406772111896716638428124227552578906	Astro
21940819742906906959674258390181854912	L4_5_IT
21952302873776832859495404023295767961	L4_5_IT
219568767103261904455672599706383818923	L5_IT
21965054970228174762515511984445209797	Endo
219705935112552902633401048149187200594	Endo
219765736095814982756835976357821816088	VLMC
2201340343603051067307180304875142027	L2_3_IT
220145526382094032245049482297785884522	L5_IT
220271584610157698980324398518662902885	L2_3_IT
220278513526971037391221672210509300531	OPC
220307121597002948096002730123888006614	Sst
220383146795384905817862179106307905600	Astro
220508113017511323589400775249131783392	L5_IT
220572937447929853418832892489473417960	Peri
220621975046830786709757059105683301601	L5_6_NP
220737428052903132349880923765286281833	Endo
220851684290227519036893532079847059702	L5_IT
220862347595631612448486095175134609187	L6_CT
220880648475338271384213185180650692724	Endo
220906679794576421111116458300975550811	Peri
221005898794577785445957976995565596737	L5_IT
221017779056542182840816825286218591261	L2_3_IT
221067078950676701346024772494307314705	L6_IT
221230380648851275524857840643752564443	L5_ET
221252245489525185746817530920570606904	L5_IT
221280655622318889294618738981405537211	SMC
221287263377554000188346545076614450309	Endo
221347126599459228342222180131739395646	L5_IT
221362371043501620461475464588638180810	L4_5_IT
221478355784733527080821371426436380101	L6_IT
221568764741870656675556945895548728637	L5_IT
221609760905762093411635677608298909713	L2_3_IT
221632646971661995423735249555443633311	Astro
221674964025880593116345721665163322969	Endo
221710308438233008943881046301419213610	L4_5_IT
221922546847349187943983874364753097482	L6_IT
221977153375118964088121409068306542080	Astro
221977879737348563793535317939453756923	L4_5_IT
22221990368182034703843764226362543017	L4_5_IT
222286271824697744492177845371915210635	Endo
222295901867601410589929340513308260335	Sst
222375128515538405014593137794013598726	Micro
222377669228281294123866390931188770066	L4_5_IT
222387147294114805383238571182855979447	L4_5_IT
222429648547894829387674432920245379434	Astro
22243121494929625282294789812878496636	Pvalb
222451893469704785688198018004994776183	L2_3_IT
222503690430250984449944532189432034070	L5_IT
222520496161568992565412446317460762777	Oligo
22253012467928500082168150141213847250	Sst
