Oligo	VLMC	Astro	L4_5_IT	L5_IT	L2_3_IT	Endo	L6_IT	Sst	L5_ET	L6_CT	Peri	PVM	Micro	SMC	L5_6_NP	Vip	OPC	Pvalb	Lamp5	L6_IT_Car3	L6b	Sncg
122	0	0	0	0	0.15433786440812	0.17478726919701	0	0.67087486639487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	0	0	0	0.011956106820407	0	0	0	0	0.897954867955058	0	0	0.0376526535161987	0	0	0	0	0.0469653633182088	0	0	0.00547100839012755	0	0	0
124	0	0	0	0.499714051336487	0	0.15755999999757	0	0	0	0	0	0.342725948665943	0	0	0	0	0	0	0	0	0	0	0
125	0	0	0	0.103445723703824	0.116098858510332	0.138705726587316	0	0.0411474333879754	0	0	0.00058949581064219	0	0	0	0	0.590871329415036	0	0	0	0	0	0	0.00914143258487483
126	0	0	0	0	0.571470068216072	0	0	0.255843569857945	0	0	0	0	0	0	0	0	0	0	0	0	0.172686361925983	0	0
127	0	0	0.00333513813725612	0.0269769358823726	0.11555133780516	0.0378560313488824	0	0.0276350700625789	0	0.148795654345492	0.0289984338253214	0	0	0	0	0.610851398592937	0	0	0	0	0	0	0
128	0	0	0	0.190155055684887	0.140312596213716	0.0182108230052792	0	0.632833454492492	0	0	0.0184880706036256	0	0	0	0	0	0	0	0	0	0	0	0
129	0	0.0136567341136503	0	0	0	0	0.0134831482610984	0	0	0	0	0.792618726468147	0.0243685981936668	0	0.155872792963438	0	0	0	0	0	0	0	0
130	0	0	0	0	0.241125069882891	0	0	0.325707396818322	0.160706054438635	0.0873571370164089	0.00913405850970547	0	0	0	0	0	0	0	0	0	0.111371554273778	0.0645987290602598	0
131	0	0	0	0	0	0	0	0	0.431291568385533	0.484247516284314	0.0717678620859666	0	0	0	0	0	0	0	0	0.012693053244186	0	0	0
132	0	0	0	0	0	0	0	0.0166511494954894	0.108161140196032	0	0.223759053632146	0	0	0	0	0.000417903899520484	0.620961557747504	0	0.0300491950293079	0	0	0	0
133	0	0	0	0	0	0.121158080554457	0	0.505039737246498	0	0.137580634696544	0.236221547502501	0	0	0	0	0	0	0	0	0	0	0	0
134	0	0	0	0	0	0	0	0	0	0.019430682984808	0.980569317015192	0	0	0	0	0	0	0	0	0	0	0	0
135	0	0	0	0	0	0	0	0	0	0	0	0.954996297519993	0.0388238541847708	0	0	0	0	0.00617984829523567	0	0	0	0	0
136	0	0	0	0.0464890061133203	0.204732390867853	0.255657406614742	0	0.308789516385347	0	0	0.184331680018738	0	0	0	0	0	0	0	0	0	0	0	0
137	0	0	0	0.0989459815627256	0.162034948389015	0.140056116619141	0	0.164757251472001	0.053754081063065	0.170838268271013	0	0	0	0	0	0	0	0	0	0.209613352623039	0	0	0
138	0	0	0	0	0	0.0357342380227875	0	0	0	0	0	0	0	0	0	0.964265761977213	0	0	0	0	0	0	0
139	0.00519712726602938	0	0	0	0.139946467840768	0	0	0.0396624904003887	0.0555739263823664	0.0522638004610602	0.0398025866180765	0	0	0	0	0.667553601031311	0	0	0	0	0	0	0
140	0	0	0	0	0	0.677400807030066	0	0.00680890153383614	0	0	0.0412598792243992	0	0	0	0	0.233677452824415	0	0	0	0	0	0.0342954144889766	0.00655754489830706
