,spot,cell,value,spot_type,cell_type,x,y,Cell_xcoord,Cell_ycoord
2868,130,14794792563487127015954798110009713653,0.00023820867079561695,,L5_IT,4773.221190070472,-3235.5579138444336,4787.032330423841,-3244.3978400835986
943,131,238135142540003030998951575374848085672,0.00023820867079561695,,L5_ET,4863.720154880962,-3235.5579138444336,4834.039455783071,-3223.9589865955895
1424,131,194262285201766612515950132879706706299,0.00023820867079561695,,L5_ET,4863.720154880962,-3235.5579138444336,4846.19625561518,-3253.5471473574426
534,131,2626387249473878009634533700900985132,0.00023820867079561695,,Peri,4863.720154880962,-3235.5579138444336,4884.9425870902505,-3195.593879650365
2382,131,276235462367214455240728095048789859147,0.00023820867079561695,,L6_CT,4863.720154880962,-3235.5579138444336,4883.720546815297,-3243.3715767477706
2757,131,131173521670707026289422285992546564355,0.00023820867079561695,,L6_IT,4863.720154880962,-3235.5579138444336,4869.7019291010065,-3261.317978870998
290,132,95461899412422645495879125977132828807,0.00023820867079561695,,L6_CT,4954.219119691452,-3235.5579138444336,4935.694113171386,-3252.684488453554
761,132,96000201504308816266259111318432313397,0.00023820867079561695,,L6_CT,4954.219119691452,-3235.5579138444336,4962.461339092755,-3244.7691794404545
1230,132,1179026474262019881140433996186168963,0.00023820867079561695,,Pvalb,4954.219119691452,-3235.5579138444336,4952.499997814991,-3190.341099738214
1480,132,134365405188834992499400335434773201767,0.00023820867079561695,,L6_CT,4954.219119691452,-3235.5579138444336,4949.317047752489,-3243.192856948635
1657,132,233930754952473555582148055520234921772,0.00023820867079561695,,L6_CT,4954.219119691452,-3235.5579138444336,4971.123100625632,-3246.8019446413073
367,133,161639326819846032527093775039550167329,0.00023820867079561695,,L6_CT,5044.718084501941,-3235.5579138444336,5034.447498417536,-3249.4274869608766
861,133,113771535345651287144793427582389591028,0.00023820867079561695,,L6_CT,5044.718084501941,-3235.5579138444336,5044.3024559479845,-3242.2833009737224
1451,133,93675134680825116911664363964089583035,0.00023820867079561695,,L6_CT,5044.718084501941,-3235.5579138444336,5063.622380940498,-3231.033825259895
2444,133,266304973024663054344400827310858689312,0.00023820867079561695,,L6_CT,5044.718084501941,-3235.5579138444336,4999.783405785761,-3230.2296583497905
2469,133,137631081588155574942506686539388021448,0.00023820867079561695,,L6_CT,5044.718084501941,-3235.5579138444336,5081.4346814179125,-3224.815297677882
559,134,245136422712283126702535275219046396445,0.00023820867079561695,,L2_3_IT,5135.21704931243,-3235.5579138444336,5125.095586156825,-3256.6444318947465
1328,134,212489244893278348643552444740169664640,0.00023820867079561695,,L2_3_IT,5135.21704931243,-3235.5579138444336,5130.41669952721,-3224.8202853937487
3087,134,101923412293028741557740364778568352912,0.00023820867079561695,,L4_5_IT,5135.21704931243,-3235.5579138444336,5148.291568709013,-3266.2191290214337
382,134,187858705492622438584548828471218548104,0.00023820867079561695,,L6_CT,5135.21704931243,-3235.5579138444336,5154.7130719423685,-3194.723850128518
1630,134,132723345051884045511505066823248510378,0.00023820867079561695,,L2_3_IT,5135.21704931243,-3235.5579138444336,5117.568320226727,-3235.381872783725
214,135,115385639294674185042203622230526858212,0.00023820867079561695,,L6_CT,5225.716014122921,-3235.5579138444336,5193.605491047128,-3220.8309285440005
839,135,135801044878645608910953902482812496426,0.00023820867079561695,,L6_IT,5225.716014122921,-3235.5579138444336,5208.901996830025,-3226.6037952934216
142,135,24119647009244008100754839353320869989,0.00023820867079561695,,Peri,5225.716014122921,-3235.5579138444336,5260.924509741417,-3263.981099700788
1914,135,23454933930377315485693174370040351486,0.00023820867079561695,,Peri,5225.716014122921,-3235.5579138444336,5263.984312890775,-3244.670009368087
1693,135,25115205143810719350462142851476647314,0.00023820867079561695,,L6_CT,5225.716014122921,-3235.5579138444336,5201.163760105253,-3221.703736315873
2010,136,34723182058924265408073791811691302037,0.00023820867079561695,,L6_IT,5316.214978933411,-3235.5579138444336,5321.918807554174,-3221.2036200875277
3155,136,266906561464068192011445046165689478071,0.00023820867079561695,,PVM,5316.214978933411,-3235.5579138444336,5271.111198947978,-3239.186231494287
1255,136,246283927444982779054357405016626007818,0.00023820867079561695,,Vip,5316.214978933411,-3235.5579138444336,5333.871720190255,-3252.6245332286903
2214,136,68396078767135494230582705566235525468,0.00023820867079561695,,Vip,5316.214978933411,-3235.5579138444336,5329.727188082285,-3248.8800018892316
560,136,24124141855877966325494764543636712201,0.00023820867079561695,,L5_IT,5316.214978933411,-3235.5579138444336,5324.445979892366,-3215.8951825224276
309,137,51335653574879995960446194683482669232,0.00023820867079561695,,L2_3_IT,5406.7139437439,-3235.5579138444336,5401.5601211639705,-3237.738221786893
388,137,67036987577606523668074068250683888716,0.00023820867079561695,,L2_3_IT,5406.7139437439,-3235.5579138444336,5435.204281621147,-3237.464613596657
1018,137,116353805407910584387571737551737340600,0.00023820867079561695,,L5_IT,5406.7139437439,-3235.5579138444336,5418.998920377311,-3200.0065047222856
1029,137,28145554636502990659999474516407890074,0.00023820867079561695,,L6_IT,5406.7139437439,-3235.5579138444336,5370.508560558455,-3221.7766002378185
1707,137,55833478429335831704510786802251639299,0.00023820867079561695,,L4_5_IT,5406.7139437439,-3235.5579138444336,5407.2978349986215,-3280.803628878514
1662,138,325815854075445939106232098327816246404,0.00023820867079561695,,L5_6_NP,3687.233612344596,-3145.058949033944,3685.787584892804,-3152.9192909381923
166,138,56368239374118767196427650646003716638,0.00023820867079561695,,Oligo,3687.233612344596,-3145.058949033944,3651.809731198744,-3152.132406472633
433,138,215267650948196203724536166676810775720,0.00023820867079561695,,Endo,3687.233612344596,-3145.058949033944,3708.6715041086995,-3144.1165598205544
967,138,91422579413395470232211321097957789528,0.00023820867079561695,,Oligo,3687.233612344596,-3145.058949033944,3659.120284761151,-3143.368702977302
3855,138,232425093587078377094264647228150802992,0.00021461252887718327,,PVM,3687.233612344596,-3145.058949033944,3730.7789567615823,-3132.7577849610357
1553,139,155564931060122047964349006697499900227,0.00023820867079561695,,L4_5_IT,3777.732577155085,-3145.058949033944,3818.644754026694,-3164.3905149707407
87,139,92727352091027365915665486993686853076,0.00023820867079561695,,L5_6_NP,3777.732577155085,-3145.058949033944,3766.233445503048,-3129.974988357599
869,139,48375062369893337622353199010532457899,0.00023820867079561695,,Sst,3777.732577155085,-3145.058949033944,3780.3835973573146,-3172.2612096528223
410,139,65626611904138736795643781398253308345,0.00023820867079561695,,Endo,3777.732577155085,-3145.058949033944,3765.963578650479,-3131.1122419004887
971,139,125494262970178858946725616888930684937,0.00023820867079561695,,Endo,3777.732577155085,-3145.058949033944,3757.437510237894,-3127.555790288068
119,14,171359764180227897268629748737278526233,0.00023820867079561695,,L2_3_IT,4049.2294715865546,-3778.551702707372,4020.3035499225143,-3747.7296627373003
275,14,53216775206945859454882463625018421029,0.00023820867079561695,,L2_3_IT,4049.2294715865546,-3778.551702707372,4020.557653614964,-3800.1935297020277
2732,14,247602459474158082341906678004497930372,0.00023820867079561695,,L5_ET,4049.2294715865546,-3778.551702707372,4093.7170361497165,-3786.820454558834
711,14,54680964005424698441250040837868532982,0.00023820867079561695,,L2_3_IT,4049.2294715865546,-3778.551702707372,4034.396393309618,-3785.3663556716924
4097,14,115207245798983393520041199638992234484,0.00016517299342903705,,Endo,4049.2294715865546,-3778.551702707372,4077.1727249359697,-3772.6485108670227
880,140,124691453822339428349384949291239953608,0.00023820867079561695,,L2_3_IT,3868.231541965575,-3145.058949033944,3860.3385073056916,-3123.9240597293283
1066,140,79916728096106650384992053822837567939,0.00023820867079561695,,L2_3_IT,3868.231541965575,-3145.058949033944,3881.5770866429343,-3126.298824428443
341,140,144744014373820703633183785949638845688,0.00023820867079561695,,Sst,3868.231541965575,-3145.058949033944,3869.276286825859,-3152.7015242650596
1117,140,270535831321073679817064057079063937882,0.00023820867079561695,,L5_IT,3868.231541965575,-3145.058949033944,3857.1743031142832,-3188.9366555251454
1247,140,146790776748199333241376845190569525645,0.00023820867079561695,,L2_3_IT,3868.231541965575,-3145.058949033944,3872.791525939076,-3133.4336812217184
365,141,215696621684657025702582362857637797988,0.00023820867079561695,,L2_3_IT,3958.730506776065,-3145.058949033944,3928.6913143542674,-3114.030707999138
1024,141,218765490346024823404881384744037801411,0.00023820867079561695,,L2_3_IT,3958.730506776065,-3145.058949033944,3926.1708916016705,-3113.6362324480424
57,141,92436906967359044375118367788474376663,0.00023820867079561695,,L4_5_IT,3958.730506776065,-3145.058949033944,3968.546236929572,-3180.6137741513558
1708,141,61224604084827559338456705902702284701,0.00023820867079561695,,L4_5_IT,3958.730506776065,-3145.058949033944,3974.05760303167,-3169.2274594575188
1882,141,163197149980464914580460446622855267415,0.00023820867079561695,,L4_5_IT,3958.730506776065,-3145.058949033944,3996.1864879631476,-3147.7865711136774
102,142,76415022108801111839780951765602322280,0.00023820867079561695,,L2_3_IT,4049.2294715865546,-3145.058949033944,4019.4614080585393,-3152.7248030372834
696,142,245506303464549202568900574525656325923,0.00023820867079561695,,L2_3_IT,4049.2294715865546,-3145.058949033944,4025.825953248754,-3151.0114807373
703,142,71366909310892320496564477496314655221,0.00023820867079561695,,VLMC,4049.2294715865546,-3145.058949033944,4046.386108834327,-3099.8988898422003
2378,142,221568764741870656675556945895548728637,0.00023820867079561695,,L5_IT,4049.2294715865546,-3145.058949033944,4084.2776647268884,-3147.5627631374646
3955,142,226471771009686270051081376771916834376,0.0002146125288771827,,Astro,4049.2294715865546,-3145.058949033944,4070.1962230642625,-3174.096808415476
2992,143,271387598770208367718591946467930810862,0.00023820867079561695,,Endo,4139.728436397044,-3145.058949033944,4094.580511463694,-3142.029009735017
192,143,94117037689040928594296036405522643685,0.00023820867079561695,,L2_3_IT,4139.728436397044,-3145.058949033944,4145.908302525214,-3154.974309903976
23,143,7631632542996256600794435639731167456,0.00023820867079561695,,L4_5_IT,4139.728436397044,-3145.058949033944,4161.3745657905065,-3130.773957150764
2016,143,296927420650450639669502352571268926975,0.00023820867079561695,,L6_IT_Car3,4139.728436397044,-3145.058949033944,4127.005288034893,-3161.737908356948
2364,143,270094882792562746991041569190640865404,0.00023820867079561695,,L4_5_IT,4139.728436397044,-3145.058949033944,4169.773514170901,-3135.779560023015
299,144,117874731443505239298987395966214480684,0.00023820867079561695,,L4_5_IT,4230.227401207534,-3145.058949033944,4225.914157552177,-3171.4931271361324
615,144,276819872221217155732645990166792774741,0.00023820867079561695,,L4_5_IT,4230.227401207534,-3145.058949033944,4274.678535746766,-3136.5965441678513
3251,144,25788439681710725349924744424132661958,0.00023820867079561695,,OPC,4230.227401207534,-3145.058949033944,4211.298050176783,-3132.953869033325
498,144,228113516253457842504898550472199586557,0.00023820867079561695,,Endo,4230.227401207534,-3145.058949033944,4233.282656127743,-3132.3444840446004
708,144,89791793735980263757543153993751310471,0.00023820867079561695,,L5_IT,4230.227401207534,-3145.058949033944,4205.963606434201,-3151.90672078781
701,145,61776072095044963343146122786344521176,0.00023820867079561695,,L4_5_IT,4320.726366018023,-3145.058949033944,4308.492427217694,-3101.494670096122
1152,145,125852761948185261775149542595164252950,0.00023820867079561695,,L5_6_NP,4320.726366018023,-3145.058949033944,4308.433814440777,-3152.936749525849
181,145,33715225581071570569645900486125371368,0.00023820867079561695,,L2_3_IT,4320.726366018023,-3145.058949033944,4308.984401952675,-3153.765351583837
513,145,245334794355182897177972886553243718427,0.00023820867079561695,,L5_IT,4320.726366018023,-3145.058949033944,4348.875166141328,-3162.9809736059105
1932,145,227036030980039513675751379296107202959,0.00023820867079561695,,L5_6_NP,4320.726366018023,-3145.058949033944,4328.846020337647,-3154.1170003579964
208,146,234826917020716491809872781213270598053,0.00023820867079561695,,L2_3_IT,4411.2253308285135,-3145.058949033944,4434.577489258544,-3183.8170753380014
2498,146,313618298733650281187306869791859936354,0.00023820867079561695,,L2_3_IT,4411.2253308285135,-3145.058949033944,4411.800455272998,-3165.5990206095344
2895,146,132060707501643028845118959908812774304,0.00023820867079561695,,L5_ET,4411.2253308285135,-3145.058949033944,4409.353625626233,-3119.0813069354153
266,146,312923626344571391558770393215627494682,0.00023820867079561695,,L6_CT,4411.2253308285135,-3145.058949033944,4416.124516391292,-3127.101492949533
1646,146,275600243081933717322557291970055902574,0.00023820867079561695,,L5_IT,4411.2253308285135,-3145.058949033944,4384.270567593513,-3129.6958493372235
1273,147,136167951586748042364680415473305838320,0.00023820867079561695,,L6_CT,4501.724295639003,-3145.058949033944,4492.588657506518,-3158.986746856306
277,147,112313649661708605822521386746740287770,0.00023820867079561695,,Endo,4501.724295639003,-3145.058949033944,4526.406807197635,-3122.5410275227136
1072,147,68937998182938106936518164168021340305,0.00023820867079561695,,Endo,4501.724295639003,-3145.058949033944,4524.289792862323,-3126.8982480420154
1559,147,278519943330560132086063333163056020400,0.00023820867079561695,,L6_CT,4501.724295639003,-3145.058949033944,4467.370561658903,-3174.5095283078235
1581,147,307892950431230526237831122936104762176,0.00023820867079561695,,Micro,4501.724295639003,-3145.058949033944,4497.965658969632,-3142.359194440865
45,148,28751694384236617342578172053895745354,0.00023820867079561695,,Endo,4592.223260449493,-3145.058949033944,4580.6840922565425,-3151.61323557006
950,148,212795221943783435016916443212971339973,0.00023820867079561695,,Endo,4592.223260449493,-3145.058949033944,4592.255708299867,-3150.4210797479154
1316,148,70942292763404686094600311632141273527,0.00023820867079561695,,Endo,4592.223260449493,-3145.058949033944,4564.541456301196,-3109.2646285761134
1407,148,57410764079982463261310586680234744578,0.00023820867079561695,,L5_ET,4592.223260449493,-3145.058949033944,4610.779627607662,-3155.783723461515
1426,148,259387535290701197639442974209851793322,0.00023820867079561695,,OPC,4592.223260449493,-3145.058949033944,4612.855417782204,-3158.212077814134
183,149,252255993231922805624016702577400896003,0.00023820867079561695,,Astro,4682.722225259982,-3145.058949033944,4696.049193569939,-3157.4414600095183
2048,149,105152267502956405986163481251877765161,0.00023820867079561695,,L6_IT,4682.722225259982,-3145.058949033944,4666.584788334981,-3163.061249636695
114,149,329569727010453811038899287368951521908,0.00023820867079561695,,L6_CT,4682.722225259982,-3145.058949033944,4706.9029426367015,-3135.2055339558083
1549,149,132439279943776887033394625474111032596,0.00023820867079561695,,Astro,4682.722225259982,-3145.058949033944,4704.244484343926,-3138.941033329737
2175,149,28175894632577844196193212828870503561,0.00023820867079561695,,Endo,4682.722225259982,-3145.058949033944,4639.8297174143645,-3130.645468237961
58,15,250417395326535410785332293304225164230,0.00023820867079561695,,Endo,4139.728436397044,-3778.551702707372,4128.403480334728,-3791.8388148696936
3236,15,267140241149718037121760412801767113672,0.00023820867079561695,,PVM,4139.728436397044,-3778.551702707372,4130.923153275837,-3776.0243913348445
342,15,130175839280803182271530556302907702679,0.00023820867079561695,,Peri,4139.728436397044,-3778.551702707372,4163.958029727937,-3746.250211051239
608,15,143200134419300966738870731797755380223,0.00023820867079561695,,Endo,4139.728436397044,-3778.551702707372,4145.853475283129,-3756.0141757376327
917,15,166621261118498141965590493893580590179,0.00023820867079561695,,Endo,4139.728436397044,-3778.551702707372,4129.504043363586,-3822.6309205434445
2133,150,212249689641002311232112974061331854190,0.00023820867079561695,,L5_IT,4773.221190070472,-3145.058949033944,4786.802670033255,-3158.628193241404
20,150,321904043773667953741930894473922679657,0.00023820867079561695,,L6_CT,4773.221190070472,-3145.058949033944,4769.148417822022,-3099.993128458315
592,150,284857388187082251454954371908595192778,0.00023820867079561695,,L5_6_NP,4773.221190070472,-3145.058949033944,4771.071893915491,-3146.465244717374
2258,150,55185647821910154704443515894378944665,0.00023820867079561695,,L5_6_NP,4773.221190070472,-3145.058949033944,4778.712782035379,-3186.5795077631487
